source_record	record_sha256	identifier	preferred_term	mapping_status	prior_verdict	verdict	basis	baseline_commit	baseline_git_blob	review_report	report_sha256	finding_ids
data/ingredients/mapped/D-Galacturonic_Acid_Monohydrate.yaml	5c8b73864ec7eabc0bc234d86c126c2cea1819e4be3f5ba95ad11deedf8e65c2	cas:91510-62-2	D-Galacturonic Acid monohydrate	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	62ccf6ef99bbaf9f8db47e8357393cd727792a34	reports/yaml_record_review/D-Galacturonic_Acid_Monohydrate.md	3f07c8d838d4c5bd56ed569de500a0c19663db582e696c1fd57c933ac03b988b	"[""SEM:1ad79ee930d990d36b88""]"
data/ingredients/mapped/D-Glucaric_Acid.yaml	28cb4957cd4826f99337d6b52f18de2844e52af42d728a893dc307967f90d8db	CHEBI:16002	D-Glucaric acid	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	96b0a913e6cc411e3adbea5b7680b439849d90ba	reports/yaml_record_review/D-Glucaric_Acid.md	b7987fcb3df254718a8e09e89434aacdf6840817031c58bedd2f0c420c8f1dcc	"[""SEM:9da2d6491b56f7bd83fb"",""SEM:c868bbb8adc9980771b2""]"
data/ingredients/mapped/D-Gluconic_acid.yaml	f6bcc42e7c94d8ade5517f28f75c3ff31cb62b52af2c64eb9c0fcef1eecc9fcd	CHEBI:33198	D-Gluconic acid	MAPPED	pass	pass	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	e8aeaabd0617897fdd5a156dfc83d4318846d13c	reports/yaml_record_review/D-Gluconic_acid.md	91a9e605b880ef04fe1d00cc026bbf3a9c363800b707c324fe5762fc3d75a108	[]
data/ingredients/mapped/D-Glucosamine_6-phosphate.yaml	6cc6a6cd0120c5cf0fd5241e23739c84fff123eb5b20c81143ced4ad719d2d23	CHEBI:12962	D-Glucosamine 6-phosphate	MAPPED	pass	pass	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	ceaf44bb58e1d45e5505fe6d8cac436739decff0	reports/yaml_record_review/D-Glucosamine_6-phosphate.md	0da97ce370bcf471dc1de69a9249b8694d1ed0306c2591f00b7b1fab2c51253f	[]
data/ingredients/mapped/D-Glucosamine_Hydrochloride.yaml	99d9906b694fd24589de083a3aba77ff51e6cdd57cbbccf71e859cc0571b3ab4	cas:66-84-2	D-Glucosamine Hydrochloride	MAPPED	pass	pass	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	6cc439c979225a6ef852726e5bad5226cab5b957	reports/yaml_record_review/D-Glucosamine_Hydrochloride.md	9456bc57814c1da7b7ab99a87e14e029de2d87585ded7588fc7c0ac74951afa1	[]
data/ingredients/mapped/D-Glucose-6-Phosphate_Sodium_Salt.yaml	92e0e4a5be91c1d5be30056ba6e68de884b3f59aecc8281b4ccdf5cf26935feb	cas:54010-71-8	D-Glucose-6-Phosphate sodium salt	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	a1ff60011b20c6d0f646e946f715696ac7caeee9	reports/yaml_record_review/D-Glucose-6-Phosphate_Sodium_Salt.md	1b16c4e27de9699d9f453e679547e556a10a33362e4a6313bed3d3ebb5d15f25	"[""SEM:55d9db6fe54b13ae16ea"",""SEM:bb58bd8e676316c6d1e0""]"
data/ingredients/mapped/D-Glucuronic_Acid_Gamma_Lactone.yaml	8479b0753e265ac396d5ecb811c34b59e4e0435b24b6aa0190f83a9c696afc5a	CHEBI:18268	D-Glucuronic acid gamma lactone	MAPPED	pass	pass	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	669d7fc8d18cf6b35eb3f7cb45b16cf546c196d3	reports/yaml_record_review/D-Glucuronic_Acid_Gamma_Lactone.md	c8156880865df80b1a2af3fbdd1b6a6be7348cf94de4db93982228a4fbfcaef4	[]
data/ingredients/mapped/D-Glucuronic_Acid_Sodium_Salt_Monohydrate.yaml	e77bcd2a4a944106d4e17fde216fd20169d0074f660d088aeeb68c8426d78d3d	cas:207300-70-7	D-Glucuronic acid sodium salt monohydrate	MAPPED	pass	pass	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	d0d290cdd88e632f1a4bea3c7abea0afdedbb477	reports/yaml_record_review/D-Glucuronic_Acid_Sodium_Salt_Monohydrate.md	9ad92bd4b37b8fa54bf37b678f02cad5dfebef51b1d07d00c951311afd656825	[]
data/ingredients/mapped/D-Glutamic_Acid.yaml	cda896e8d5e530ec719d30737893fa426a6e454dcc53548e12af8471a8ad5526	CHEBI:15966	D-Glutamic Acid	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	e47755141fd137ba7404eabead7597dc0487e695	reports/yaml_record_review/D-Glutamic_Acid.md	f8750f34a8f56987661576ef036f25ef180a922aa5797f0c32407aca81164c8b	"[""SEM:77c8154a5a5753d59037"",""SEM:e9ee917021779968446e""]"
data/ingredients/mapped/D-Leucine.yaml	e5de64402523fc9ccc19b390ee29cbc28dfed39085395a7d15220e4b13260786	CHEBI:28225	D-Leucine	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	24033e77217f0e82b8a96d48daf842aa208f6c8c	reports/yaml_record_review/D-Leucine.md	488853ed0fbed87de2e3480d8786a9c4e2c47edcbb924a28b349be2a8e7f016c	"[""SEM:4ed3774ebd04dc84cf52"",""SEM:bea8f5cf6fa8211eda95""]"
data/ingredients/mapped/D-Leucrose.yaml	4afb61c4b4524c13a6b58fabcad62553162dccf1a3a4032e09ded3602cfc7083	cas:7158-70-5	D-Leucrose	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	39b60a3b0e928c1096fd1392d3dd317dace6dca5	reports/yaml_record_review/D-Leucrose.md	6cb41522162eafc06d496f56566a7bb6587e994c4bb864d48bc5e50641e6c5c9	"[""SEM:0757583f7095ff196408"",""SEM:3de20dd2aa39479d38e3""]"
data/ingredients/mapped/D-Lysine.yaml	ed998d8578c9e19a391eb1cd0a15faf9083e74d278085fe0596598b7d24cb392	CHEBI:16855	D-Lysine	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	195ad29f4a16367ea07f9ea88de6f46d276ede63	reports/yaml_record_review/D-Lysine.md	5ee8b7add6fe7e7f40acaf4680968371e132c3abed0c5e52af654da1532d8369	"[""SEM:bdd2e364d0469a761563"",""SEM:5edcfa3e83a4bcf49a51""]"
data/ingredients/mapped/D-Maltose_Monohydrate.yaml	26a9eeab846dc7bcc7bcca78b8c2f067389444a3bd23e4b85373dd61f9091bec	cas:6363-53-7	D-Maltose monohydrate	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	65aac01f763d3af39d6a6be8c96ef42f44ebbe01	reports/yaml_record_review/D-Maltose_Monohydrate.md	d956cc334d4ca6a8daae90f8be0a3d2b0fde321e169799d19e096b4c0c565eb4	"[""SEM:9e4906655b1803041a38"",""SEM:66f19b051fb43da60ea5"",""SEM:98a7eb4c30c1019ce466""]"
data/ingredients/mapped/D-Mannose_6-phosphate_Sodium_Salt.yaml	a75ef83b827c57b90d984fc85d64f3a0216c7accb99a726f27830fad3820e191	cas:70442-25-0	D-Mannose 6-phosphate sodium salt	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	ffcaea1add6c1b934deb8196d8196f3f541ad157	reports/yaml_record_review/D-Mannose_6-phosphate_Sodium_Salt.md	454b528e47f1f2ed3f9cbe49316ecc386780b86caffaf23737b61697473b8c52	"[""SEM:2aa724fb260abbef5e86"",""SEM:9932b4bc7bf417740558""]"
data/ingredients/mapped/D-Methionine.yaml	4f5efa885ac3389c757f7fa257d2e620dec4d926480b7801090b2bf4b867cdec	CHEBI:16867	D-Methionine	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	4489ddc2b2270a2f1c3e3b3ea6d7e0a6a3327842	reports/yaml_record_review/D-Methionine.md	20fa2652f222b28f270d45ecafcc54d02d400d24c5f9fe6956e7e8ed9b0eea45	"[""SEM:0ba01b8f18bd280ffbe5"",""SEM:d6e6e10659e44621c8b7""]"
data/ingredients/mapped/D-Proline.yaml	cd4c31bf43a22d6cce53ad49dc8cc30b3ce3f844a05a9a5f682d3484f1d17279	CHEBI:16313	D-Proline	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	89d4d30d5dc61686964d91035c9719295229dc43	reports/yaml_record_review/D-Proline.md	ccf52112f8a1cce1780176ae03191be5729817c26f23bc267f756d0c23c4c378	"[""SEM:67c923618030fea83bde"",""SEM:4e6778d3304ac93a23d3""]"
data/ingredients/mapped/D-Raffinose_Pentahydrate.yaml	3b0200dd4a0b0e7127b13ba0a4b278c6faa094562534f9b72a4f4c4870b87c49	cas:17629-30-0	D-Raffinose pentahydrate	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	c21422e892820ce4bf53579882e87ab58f7c099a	reports/yaml_record_review/D-Raffinose_Pentahydrate.md	1b2f1438d114a805d9840f9007f18a99d5c29d3a8cfcc97a66ce8c9d4206981e	"[""SEM:167a4a3c3b13354872cd"",""SEM:e7b4dba58cd6005df762""]"
data/ingredients/mapped/D-Ribose.yaml	eb58aa306690df74cabeac20c829dced22c79f88370a5f4bd4daaabbe5bf1249	CHEBI:16988	D-Ribose	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	d0b9a7885dce0cadf9081111a758544cf2993b42	reports/yaml_record_review/D-Ribose.md	51bee08a393550fd8679a14315139d209c22b97cca7980822cf9296c2b83fa08	"[""SEM:fe39b76e7bbd5f63b24a"",""SEM:f570b3bfaee0cb66ed84"",""SEM:f7b4dc009ad61dc01a3f""]"
data/ingredients/mapped/D-Saccharic_Acid_Potassium_Salt.yaml	ba0586d34a670424bc9d896cb9ff86d39993d1e52ea680fc8597ad7275fd851f	cas:576-42-1	D-Saccharic acid potassium salt	MAPPED	pass	pass	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	151904eeaf1121a61882cf337aa8c9bccb6e0f26	reports/yaml_record_review/D-Saccharic_Acid_Potassium_Salt.md	76a8d200283f744677c136b16d7d1f8d92d83bb10bf1bdc577b96af69eab8cd1	[]
data/ingredients/mapped/D-Serine.yaml	d6aba07f5a08cca5568562a8683e9c4ae2d771dffcbcf6b1fbe71ea735d1adb6	CHEBI:16523	D-Serine	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	99eb6a5715c9f512777dc780ec847e08b12f88f9	reports/yaml_record_review/D-Serine.md	fa8d1491a539c95be41f79f4349bc7da0a1759c0be70b77fa215a93c35220e44	"[""SEM:39ebe9a919505904b278"",""SEM:e6cb2156cdad73005992""]"
data/ingredients/mapped/D-Sucrose.yaml	7351265da7f87e1083a6be3d184c77f3930cafebb60a2cccb415e42655cfbd85	CHEBI:17992	D-Sucrose	REJECTED	pass_with_minor_issues	excluded_rejected	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	bfd13478c9c7436d963b18a4d4f65ed03ea56049	reports/yaml_record_review/D-Sucrose.md	7cd1412d4f181268aa1914650f7c9a46fa1cde7f5ceef5e18c90a807ace19677	[]
data/ingredients/mapped/D-_-galactosamine_Hydrochloride.yaml	882470ce63e5013ac4bd86e9834f284a6f4135c0f3f6a7f718e9b3a79399416f	CHEBI:181432	D-(+)-Galactosamine hydrochloride	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	2650a2f9db73751b0f0144efaf22f7c380982cfa	reports/yaml_record_review/D-_-galactosamine_Hydrochloride.md	531973430a519dbf7dc01d3895973a667f97ce4eca2c9ff7a5a698be54edd2e7	"[""SEM:c310562f1c8214ce3fc5"",""SEM:e5e8ffdf2d596509ccca""]"
data/ingredients/mapped/D-_-gluconic_Acid_Gamma-lactone.yaml	c880c993332c68d83bb4ba96a3c45500dea3ac7993dc4a515f6a2cdb91c74f5c	CHEBI:16217	D-(+)-Gluconic acid gamma-lactone	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	3cd5971400ffaea7be86fd8b5673bbde0d596551	reports/yaml_record_review/D-_-gluconic_Acid_Gamma-lactone.md	a077a3e3036eebb68030d5055d2d28218a0f710cf0554312ca484f3778db3fbc	"[""SEM:22e7e624b5dac5c70f67"",""SEM:d7d92d6c6de8db5f7d2b"",""SEM:c1ec0c3d54cedd9e8abf""]"
data/ingredients/mapped/D-_-lyxose.yaml	39b02cd43bdadb3fb76b6e05e83da0e1595572741fae2f4d3e6af59a050fc701	CHEBI:62318	D-(-)-lyxose	REJECTED	pass_with_minor_issues	excluded_rejected	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	3b69e64f4fdaf39358488c7e84a3e3b43d45fb84	reports/yaml_record_review/D-_-lyxose.md	be0aad62a395320d83cb55ddee3145de547bc40b9af286089b075d97110644b7	[]
data/ingredients/mapped/D-_-melezitose_Hydrate.yaml	e1b61c883ad813d73b3b508054774699b577fbaa90c8dd6fd4748abfa20bcc59	cas:207511-10-2	D-(+)-Melezitose hydrate	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	5ccfab44109db865018c58934e4d0e16332531f2	reports/yaml_record_review/D-_-melezitose_Hydrate.md	e162005154ab575975e6c08eae79507d50ea6c84c00e9f9374529f7cbfca1bef	"[""SEM:2b48b35ca471592f4f25"",""SEM:99467502d0ca0d43ba93""]"
data/ingredients/mapped/D-_-melezitose_Monohydrate.yaml	e17d80e75cf8794f5f4e2cab65a4cff77c92f921add55e36185549f75aff3222	cas:10030-67-8	D-(+)-melezitose monohydrate	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	4247c2395cf0d8d166aa9b44ca26bc8dc226aad8	reports/yaml_record_review/D-_-melezitose_Monohydrate.md	43ebf1701ee64044bacffdd86568342e78a6c80d31344960b2cf26d61b93a027	"[""SEM:d2e2a0eef35747b36f91"",""SEM:3c13edcba734032a4e08""]"
data/ingredients/mapped/D-_-pantolactone.yaml	d174fb3d9f5c0cdb94b2be12a323640b7193d06b91cefa147455e90545383edb	CHEBI:16719	D-(-)-Pantolactone	MAPPED	pass	pass	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	c6a0804f23e6f7dd772bc80ed0d7de2e7e0b9bef	reports/yaml_record_review/D-_-pantolactone.md	ad814dc107ba5b33dc094e389b13d877165091fc2acdd64a4059714790cf4022	[]
data/ingredients/mapped/D-_-tagatose.yaml	80df3f31b68b9a204f213badc49d094e386baa3ddc74dc8cb7e7e97ddb097590	CHEBI:4249	D-(-)-tagatose	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	e050f47130040df796b22f018262cf401c870cb8	reports/yaml_record_review/D-_-tagatose.md	ad2b5bddb5d14bb18b6d480dfed3050b1bdb40ad1488e5822aee72e4d1186675	"[""SEM:ee9687bb25ce38ff071e"",""SEM:6a9d9a2fcb6a41d4e70f""]"
data/ingredients/mapped/D-_-turanose.yaml	9cd9bc8e0241aeb6fefb190c42d61acaca579aee65535cb46fdca43514d85dc1	CHEBI:32528	D-(+)-Turanose	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	15dbb510d7e34fd748721b80582a15a9fd014484	reports/yaml_record_review/D-_-turanose.md	279d5fc2803ea08f05a88ab2df9658383e63cac2c39b556209bf59ab8967f59d	"[""SEM:ec2ffaa57e8229ae05bd"",""SEM:c30a7a360c16f08c4a53""]"
data/ingredients/mapped/D-apiose.yaml	9d7fa43e4284fda47f36c31b302cb466abcee6750058edcf9b0bcf14050a8367	CHEBI:16689	D-apiose	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	dbc98e2f5672e46efb5ad0d0662a72ad26803c7b	reports/yaml_record_review/D-apiose.md	8d140200cee6988185c006bb18031980de4eca1ed2b584f810f0a6b93a244bea	"[""SEM:784fa3b4070033300cc9"",""SEM:d8805b0adabec1e2a979""]"
data/ingredients/mapped/D-arabinose.yaml	0e501cbf834599bb55d18abbca320bd1aa95be31cf0742bafe3cd95484997581	CHEBI:17108	D-Arabinose	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	d214d42f099d42662e7b1a9885d2832b5d69febb	reports/yaml_record_review/D-arabinose.md	184331c1b529f8c00a6c907d58065ad5d3647158735a348070106dbf91b81fe6	"[""SEM:e5062e3e3b0905c13f43"",""SEM:3614a2ae660dc34eb6d6"",""SEM:55826e94c4948abad31e""]"
data/ingredients/mapped/D-arabitol.yaml	a039abf322fba3aa48025d809e603af94f7bd648f18741a37efc16646610d5db	CHEBI:18333	D-arabitol	MAPPED	pass_with_minor_issues	pass_with_minor_issues	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	12090a19f3fb16fc764abbb1659449abe0da465e	reports/yaml_record_review/D-arabitol.md	1cc13dc1fcc804d6a258e9ab34b63e2473486764c145dbb64fdf27507842e1c4	"[""SEM:55f8d6e859478ce20c0b""]"
data/ingredients/mapped/D-aspartate.yaml	085e677f05cb6f3f380a9092efbd96f4d8f116e87f8a26317fe4c174316beeb0	CHEBI:29994	D-aspartate	MAPPED	pass_with_minor_issues	pass_with_minor_issues	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	73c1da9c20c9577430a596b9061e7cdc39063b04	reports/yaml_record_review/D-aspartate.md	d974c80f187f2d942d5c240ccc2cbeb9ee303b9d1b5acc4157071ff09db0b25e	"[""SEM:03a6db98b4665690b0f8""]"
data/ingredients/mapped/D-erythrose.yaml	a88ca4706c61451cbd11c5334ac4002438af9173af7e0f30f40e400f3a4c6f25	CHEBI:27904	D-erythrose	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	73c5dd8128f2a859c82b5ff43fd24c0bed848e0b	reports/yaml_record_review/D-erythrose.md	7df28a310204f024c620b03fba4661fd8ada1fbd30cf531965b6fb88104dae95	"[""SEM:5225106a5a9445136f3b"",""SEM:9d95180b18aa58fa1899""]"
data/ingredients/mapped/D-fructose.yaml	2c443404266f5d8e8260d733e235e3d7ee6293519afa8bf0e9afca231be8abfb	CHEBI:15824	D-Fructose	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	ee33f4911150e7079ac487fa8382dcecd6eeb837	reports/yaml_record_review/D-fructose.md	dc349f2aaaede3028b405c59c53c787b2ffa8fd34335c34e1664f7d145d25326	"[""SEM:2b5b31e7bad35cdff218"",""SEM:cab4036a5927a7a1af55""]"
data/ingredients/mapped/D-fucose.yaml	4414eb1716d08436c4605a2c2325b8cdce0ce15f101e8ecd1c07bbb0e2b6cac3	CHEBI:28847	D-fucose	MAPPED	pass	pass	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	a242228c9a6ac3881da59f396a5bd6baeced49c4	reports/yaml_record_review/D-fucose.md	fd938827963f901965603a54a1f51e9f457e1618c6356ab4736a93cb70142b8e	[]
data/ingredients/mapped/D-galactonate.yaml	929ea49cd5f668ee89a7cb5be7ff7885620a498c5873ad97571c720c304be1fe	CHEBI:12931	D-galactonate	MAPPED	pass	pass	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	2b500d8faf05aef8480deeed8c69b4036a15f4b7	reports/yaml_record_review/D-galactonate.md	09ca6514cbbaf1968c4fe654709ec0845fc39b820ce4b38d0895b8b81988c587	[]
data/ingredients/mapped/D-galactonic_Acid_Lactone.yaml	0fa355ac400aef25629c958b9f0f73ac10d8219a8a457db63620cbd5cb7c16ae	CHEBI:15895	D-galactonic Acid Lactone	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	5510f84123456d69b076baf9c9780c48a9248148	reports/yaml_record_review/D-galactonic_Acid_Lactone.md	685cb5e8db8dc6d8a0e8c8356f45853fcac1c3cbcf84852011ded5a50830349f	"[""SEM:0f4cc02dd198e7972383""]"
data/ingredients/mapped/D-galactose.yaml	2fbc00ce0f442d21cda38d28c2b71cfe37c8d30fa09c793f33bc278237276823	CHEBI:12936	D-Galactose	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	b1abf326786ff18cefab40f59f1424cb88b9017a	reports/yaml_record_review/D-galactose.md	7908009e9c28d587c84969dd9e4ce1a5aaa1bec2c19dae942cbb37f87b7a28b6	"[""SEM:f5074e9989b87338d867"",""SEM:3131473e5c0a69be3c5e""]"
data/ingredients/mapped/D-galacturonic_Acid.yaml	8e4cb67d6ea6fcf48fd627bdf054b93166630b65a50898026ff299ceb7d1d084	CHEBI:18024	D-galacturonic acid	MAPPED	pass	pass	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	b87f6ba0781a7b50e3aaa19f34269637d2e57882	reports/yaml_record_review/D-galacturonic_Acid.md	737563e221b4651455f9fa49c24814e084dff9b7b10022204c381d7874ece680	[]
data/ingredients/mapped/D-glucarate.yaml	205706134a4af37beb9ceb148edfcec2fc25af8ab62c6ef7e6047de47979b91f	CHEBI:30612	D-glucarate	MAPPED	pass_with_minor_issues	pass_with_minor_issues	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	777d3913d31a1e9ad5ac11178957c4be54377c2c	reports/yaml_record_review/D-glucarate.md	850a47d21fdad2e51bb564a3213fec2f882dda5c8ce670e73693cc85cebe434d	"[""SEM:0cfd5fe6c06c08ae201f""]"
data/ingredients/mapped/D-gluconate.yaml	d2b7e098c15ef2a143b23f8a64810afd5bf10250194badd69a28721f69ae8ca3	CHEBI:18391	D-gluconate	MAPPED	pass	pass	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	632218f23a350f58b2f2c2efe0b66731c828a24f	reports/yaml_record_review/D-gluconate.md	4b8395d63bc678854efd50aec938b112850fd6686c779dff97242460dc781926	[]
data/ingredients/mapped/D-glucosamine.yaml	a8d786d98dc006657eb3e6ffe78dedbd1b299bb439c77aac660905c6c2d71eb5	CHEBI:17315	D-glucosamine	MAPPED	pass	pass	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	afc0d4fd3aff1f79306f4818d30328353ed607ec	reports/yaml_record_review/D-glucosamine.md	b0b5779132e9bf3d1e6735b0ede11816f3e59ed88dc11d03f9f0b0e22f3cf144	[]
data/ingredients/mapped/D-glucosaminic_Acid.yaml	4a60a1bda958f0b797f8c4b9a9f9af186629bbff64e0fcf33dac7cec46df4087	CHEBI:17784	D-glucosaminic Acid	MAPPED	pass_with_minor_issues	pass_with_minor_issues	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	4ccbe0720c1f933fa2ace27b8d899391b657f8fc	reports/yaml_record_review/D-glucosaminic_Acid.md	f2b4d0eb52d7cce3b0f0bcdda3d163db271040cf8532c84cb2aa44eb6b2b4c2d	"[""SEM:0b38ca37ddb703052c6d""]"
data/ingredients/mapped/D-glucose.yaml	dd603850555b5735acd54dcc6f4695a23a0d789b120d77000db239427bad0914	CHEBI:17634	D-Glucose	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	ffef427a4a2bde936d3fe20b496c963e2744bd8a	reports/yaml_record_review/D-glucose.md	1e66f00ddfd9aad1b840260b8fe72a5e5b5ed81c3dec1fdb2f6e5a625638ca31	"[""SEM:bdc0b484c8ff3683309d"",""SEM:2d09e53cd5bdcc853380""]"
data/ingredients/mapped/D-glucose_6-phosphate.yaml	8cbbd58b5550de35ba5372d408c4da81ed6ef4cda04286f1cf1c06009bb1c730	CHEBI:14314	D-glucose 6-phosphate	MAPPED	pass	pass	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	c434f83cbc0f002da09a7704bccbe276358d75f1	reports/yaml_record_review/D-glucose_6-phosphate.md	5dcdbe645c24d586e35647e1c2d60a4a1e515d84285915efafb075b27f3a98c2	[]
data/ingredients/mapped/D-glucuronate.yaml	1700714f4cbfd0167d51e9b7b9310ac9baf0955947a97cae075a71b1e34681f2	CHEBI:15748	D-glucuronate	MAPPED	pass	pass	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	631a874482c15d07a67a1c2a7b388fb52082680b	reports/yaml_record_review/D-glucuronate.md	09094ce794bd0a34db602ee71eff8b90ab051996e148467c7b5490f428f6839f	[]
data/ingredients/mapped/D-glucuronic_Acid.yaml	8fed0bf74a3fde5711734cf0958a007bba8145b491dde6ec0d5a499328e7efea	CHEBI:4178	D-glucuronic acid	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	46604b5423b39d9217f251237f6e508b5b7cfc65	reports/yaml_record_review/D-glucuronic_Acid.md	31514b4f13dcb3a05c8f66557fcc30b9b635a8199a75efe1c1752636ca7c8b38	"[""SEM:fb5e50291d05e76736e3"",""SEM:ce799fe0cef0bb2b3b4f""]"
data/ingredients/mapped/D-glutamine.yaml	2049eaee8d6b60ac0a94b87f4e452240a513864c6a0c1affa786d7a1894599d2	CHEBI:17061	D-glutamine	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	0af3475c1cfa09ca53d8d80f819e8fde4c94c6a6	reports/yaml_record_review/D-glutamine.md	086ef37925acba3e8276f7e56102bf26507235247eb4a7769a4ecfcd250dc009	"[""SEM:1db603c1914b7485a07a"",""SEM:49c7b72e2cc8399872c6""]"
data/ingredients/mapped/D-glycerate.yaml	fcf614eeb37c9abcc711cfaf0349a0edd6bb42f73cafa91e3ed11635ab46dffe	CHEBI:16659	D-glycerate	MAPPED	pass_with_minor_issues	pass_with_minor_issues	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	2c80583eb752bf76303ca70dbbb50c1cc5733d14	reports/yaml_record_review/D-glycerate.md	f0e945d9cc5f9bbab07d6dd8e9c772c5f9b5b23ba31d132acaa977bbb81282d5	"[""SEM:519fd303650478cfec46""]"
