finding_id	source_record	record_scope	kind	severity	affected_unit	disposition	reason	evidence
SEM:28d10c6917017d670fba	data/ingredients/mapped/Actinomycin_D.yaml	active	existing_record_review	major	data/ingredients/mapped/Actinomycin_D.yaml	open	The exact CHEBI identity, CAS-backed chemistry, and exact synonym pass, but the SELECTIVE_AGENT role is provisional and the record still exports actinomycin B as a raw other surface.	reports/yaml_record_review/Actinomycin_D.md
SEM:287fc57ad3fd7894f96b	data/ingredients/mapped/Actinomycin_X.yaml	active	existing_record_review	major	data/ingredients/mapped/Actinomycin_X.yaml	open	The MicrobeDecoder occurrence is traceable, but advisory research rows dispute mesh:C041783 as the wrong actinomycin X sense and the record still has stale promotion notes.	reports/yaml_record_review/Actinomycin_X.md
SEM:4ccb446fc577d576411b	data/ingredients/mapped/Actinotiocin.yaml	active	existing_record_review	minor	data/ingredients/mapped/Actinotiocin.yaml	open	The exact MeSH grounding, external-prefix OLS validation, SSSOM row, and aggregate pass; only stale placeholder evidence and old UNKNOWN_TERM review output predate the MeSH upgrade.	reports/yaml_record_review/Actinotiocin.md
SEM:2324c97d09f68364e282	data/ingredients/mapped/Activated_Charcoal.yaml	active	existing_record_review	minor	data/ingredients/mapped/Activated_Charcoal.yaml	open	The exact NCIT identity, occurrence count, SSSOM row, and aggregate pass; only stale row-review output predates NCIT prefix coverage.	reports/yaml_record_review/Activated_Charcoal.md
SEM:7085f7c8f997a5b915ac	data/ingredients/mapped/Adenine.yaml	active	existing_record_review	major	data/ingredients/mapped/Adenine.yaml	open	The exact CHEBI identity, exact synonym, CAS, chemistry, and occurrence count pass, but the final SSSOM row still exports the sibling hydrate label as an other surface on adenine.	reports/yaml_record_review/Adenine.md
SEM:cddedeffc2f33a2b9cad	data/ingredients/mapped/Adenine_Hydrochloride_Hydrate.yaml	active	existing_record_review	major	data/ingredients/mapped/Adenine_Hydrochloride_Hydrate.yaml	open	The CAS registry identity and CHEBI:16708 close match pass, but the hydrate state still needs source support because CAS/PubChem structure lacks a water component.	reports/yaml_record_review/Adenine_Hydrochloride_Hydrate.md
SEM:7196bcfbb00f9574f76a	data/ingredients/mapped/Adenomycin.yaml	active	existing_record_review	major	data/ingredients/mapped/Adenomycin.yaml	open	The exact NCIT grounding is supported, but the SELECTIVE_AGENT role is still only provisional computational curation.	reports/yaml_record_review/Adenomycin.md
SEM:4a085cacfa1e5913e0ee	data/ingredients/mapped/Adenosine.yaml	active	existing_record_review	minor	data/ingredients/mapped/Adenosine.yaml	open	The CAS-backed CHEBI identity, kg-microbe synonyms, ChEBI/PubChem chemistry, occurrence count, SSSOM row, and aggregate pass; one history auto-backfill change string has a truncated InChI.	reports/yaml_record_review/Adenosine.md
SEM:ca3a1d6a40c285742af1	data/ingredients/mapped/Adenosine_35-Cyclic_Monophosphate.yaml	active	existing_record_review	minor	data/ingredients/mapped/Adenosine_35-Cyclic_Monophosphate.yaml	open	The CAS-backed CHEBI identity, exact synonyms, ChEBI chemistry, SSSOM row, and aggregate pass; one history auto-backfill change string has truncated structure text.	reports/yaml_record_review/Adenosine_35-Cyclic_Monophosphate.md
SEM:a61f3c41285cb3c9676d	data/ingredients/mapped/Adipate.yaml	active	existing_record_review	major	data/ingredients/mapped/Adipate.yaml	open	The CHEBI:17128 close match is valid, but stale unresolved-import prose remains and the ChEBI-backed dianion chemistry is missing.	reports/yaml_record_review/Adipate.md
SEM:4267014214c253f5a76d	data/ingredients/mapped/Adipic_Acid.yaml	active	existing_record_review	minor	data/ingredients/mapped/Adipic_Acid.yaml	open	The exact CHEBI identity, CAS xref, exact hexanedioic acid synonym, chemistry, SSSOM row, and aggregate pass; one historical auto-backfill event has truncated InChI prose.	reports/yaml_record_review/Adipic_Acid.md
SEM:54ddc80262db0959a222	data/ingredients/mapped/Aesculetin.yaml	active	existing_record_review	major	data/ingredients/mapped/Aesculetin.yaml	open	CAS 305-01-1 is valid, but ChEBI now has exact esculetin term CHEBI:490095, so the FALLBACK_REGISTRY mapping and no-CHEBI evidence are stale.	reports/yaml_record_review/Aesculetin.md
SEM:0fac7b94dec77d6f4237	data/ingredients/mapped/Agar.yaml	active	existing_record_review	major	data/ingredients/mapped/Agar.yaml	open	The exact CHEBI identity, CAS xref, occurrence count, and solidifier interpretation pass, but CultureMech annotations remain as synonyms and the auto-proposed PubMed mapping evidence is still uncurated.	reports/yaml_record_review/Agar.md
SEM:79d0702bbd571ed6d679	data/ingredients/mapped/Agarose.yaml	active	existing_record_review	major	data/ingredients/mapped/Agarose.yaml	open	The exact CHEBI identity, CAS xref, chemistry, SSSOM row, and aggregate pass, but CultureMech annotations remain as raw synonyms and CARBON_SOURCE is still provisional.	reports/yaml_record_review/Agarose.md
SEM:fe74f843b92e812b8dd1	data/ingredients/mapped/Agave.yaml	active	existing_record_review	minor	data/ingredients/mapped/Agave.yaml	open	The exact FOODON agave grounding, SSSOM row, and aggregate pass; only stale top-level import notes still say curator review is needed.	reports/yaml_record_review/Agave.md
SEM:0071b31101b3e83f7738	data/ingredients/mapped/Air-dried_Garden_Soil.yaml	active	existing_record_review	major	data/ingredients/mapped/Air-dried_Garden_Soil.yaml	open	The local exact identity plus ENVO garden-soil parent and 10 reassigned occurrences pass, but the exact kgmicrobe.ingredient identifier is missing from the local ingredient registry.	reports/yaml_record_review/Air-dried_Garden_Soil.md
SEM:80f2fad09335c24a0439	data/ingredients/mapped/Air.yaml	active	existing_record_review	major	data/ingredients/mapped/Air.yaml	open	The exact ENVO air grounding passes, but only 12 uppercase Air residual mentions are represented while a second lowercase air residual row with 5 mentions remains unreconciled.	reports/yaml_record_review/Air.md
SEM:66df8da8dfcb10c96c3e	data/ingredients/mapped/Al2_So43_X_18_H2o.yaml	active	existing_record_review	minor	data/ingredients/mapped/Al2_So43_X_18_H2o.yaml	open	The exact octadecahydrate identity, CAS xref, hydrate synonyms, chemistry, SSSOM row, and aggregate pass; one historical auto-backfill event has truncated structure prose.	reports/yaml_record_review/Al2_So43_X_18_H2o.md
SEM:e1650925e8ba2b9e4ea6	data/ingredients/mapped/Alanosine.yaml	active	existing_record_review	major	data/ingredients/mapped/Alanosine.yaml	open	The exact L-alanosine identity and structure pass, but produces: alanosine is a predicate-bearing KG surface stored as a synonym and exported in SSSOM other.	reports/yaml_record_review/Alanosine.md
SEM:11a026a8492adbec9228	data/ingredients/mapped/Alboverticillin.yaml	active	existing_record_review	major	data/ingredients/mapped/Alboverticillin.yaml	open	The kgmicrobe placeholder is intentionally retained after a no-hit OLS review, but SELECTIVE_AGENT is still only a provisional name-pattern prediction.	reports/yaml_record_review/Alboverticillin.md
SEM:929ac49fc93b852dc02c	data/ingredients/mapped/Alcl3.yaml	active	existing_record_review	major	data/ingredients/mapped/Alcl3.yaml	open	The exact anhydrous CHEBI identity, CAS, chemistry, occurrence count, SSSOM row, and aggregate pass, but a CultureMech role/property string remains in synonyms.	reports/yaml_record_review/Alcl3.md
SEM:a7fa9adb58e854de6ba7	data/ingredients/mapped/Alcl3_X_6_H2o.yaml	active	existing_record_review	major	data/ingredients/mapped/Alcl3_X_6_H2o.yaml	open	The exact hexahydrate CHEBI identity, CAS, hydrate synonyms, chemistry, occurrence count, SSSOM row, and aggregate pass, but a CultureMech role/property string remains in synonyms.	reports/yaml_record_review/Alcl3_X_6_H2o.md
SEM:c7c67701e68c214a9e61	data/ingredients/mapped/Algal_Trace_Elements_Solution.yaml	active	existing_record_review	major	data/ingredients/mapped/Algal_Trace_Elements_Solution.yaml	open	The MICRO term resolves, but Algal and WC trace-elements solutions share the same generic MICRO:0000455 exact identity and this stock solution needs its own exact ID and components.	reports/yaml_record_review/Algal_Trace_Elements_Solution.md
SEM:64d7e6c56ccf92b4b2ae	data/ingredients/mapped/Alginate.yaml	active	existing_record_review	minor	data/ingredients/mapped/Alginate.yaml	open	The exact CHEBI identity, MicrobeDecoder occurrence, chemistry, review-ingredients approval, SSSOM row, and aggregate pass; one adjacent alginate brown algae CultureMech residual remains triaged separately.	reports/yaml_record_review/Alginate.md
SEM:15761b556078b9a904a8	data/ingredients/mapped/Alk_So42.yaml	active	existing_record_review	major	data/ingredients/mapped/Alk_So42.yaml	open	The exact anhydrous potassium aluminium sulfate identity, CAS, chemistry, occurrence count, SSSOM row, and aggregate pass, but unrelated sodium silicate and zinc sulfate fragments plus CultureMech metadata remain in synonyms.	reports/yaml_record_review/Alk_So42.md
SEM:3a2357f8c6e181959658	data/ingredients/mapped/Alk_So42_X_12_H2o.yaml	active	existing_record_review	major	data/ingredients/mapped/Alk_So42_X_12_H2o.yaml	open	The exact dodecahydrate identity, CAS, hydrate chemistry, occurrence count, hydrate audits, SSSOM row, and aggregate pass, but a CultureMech role/property string remains in synonyms and role evidence has a stale occurrence count.	reports/yaml_record_review/Alk_So42_X_12_H2o.md
SEM:a54d4593a20cddd3eba3	data/ingredients/mapped/Allantoin.yaml	active	existing_record_review	major	data/ingredients/mapped/Allantoin.yaml	open	The exact CHEBI identity, CAS, chemistry, occurrence count, nitrogen-source role, SSSOM row, and aggregate pass, but a CultureMech role/property string remains in synonyms.	reports/yaml_record_review/Allantoin.md
SEM:3dfe0c0aa8dd4863d85f	data/ingredients/mapped/Allopurinol.yaml	active	existing_record_review	minor	data/ingredients/mapped/Allopurinol.yaml	open	The exact CHEBI identity, CAS, CultureBotHT source, chemistry, exact synonym, SSSOM row, and aggregate pass; one historical auto-backfill event has truncated structure prose.	reports/yaml_record_review/Allopurinol.md
SEM:36b073d01758f6370bcf	data/ingredients/mapped/Allura_Red_AC.yaml	active	existing_record_review	minor	data/ingredients/mapped/Allura_Red_AC.yaml	open	The exact CHEBI identity, CAS, CultureBotHT source, chemistry, exact synonym, SSSOM row, and aggregate pass; one historical auto-backfill event has truncated structure prose.	reports/yaml_record_review/Allura_Red_AC.md
SEM:255d7cb47996db9b4dd5	data/ingredients/mapped/Aloin.yaml	active	existing_record_review	minor	data/ingredients/mapped/Aloin.yaml	open	The exact CHEBI identity, CAS, CultureBotHT source, chemistry, exact synonym, SSSOM row, and aggregate pass; one historical auto-backfill event has truncated structure prose.	reports/yaml_record_review/Aloin.md
SEM:6d47cb0674c05670cf4d	data/ingredients/mapped/Alpha-L-rhamnose.yaml	active	existing_record_review	major	data/ingredients/mapped/Alpha-L-rhamnose.yaml	open	The manual CHEBI alpha-L-rhamnopyranose grounding, MicrobeDecoder occurrence, chemistry, SSSOM row, and aggregate pass, but stale unmapped-import notes remain in the active record.	reports/yaml_record_review/Alpha-L-rhamnose.md
SEM:479e5de92d621e39df87	data/ingredients/mapped/Alpha-Lactose.yaml	active	existing_record_review	major	data/ingredients/mapped/Alpha-Lactose.yaml	open	The CAS-specific monohydrate identity is correct, but the record still stores anhydrous chemistry, exports anhydrous aliases, lacks the MicrobeDecoder alpha-lactose occurrence, and retains provisional nutrient roles.	reports/yaml_record_review/Alpha-Lactose.md
SEM:b96c8b2bc9cd35a1689d	data/ingredients/mapped/Alpha-Tocopherol.yaml	active	existing_record_review	major	data/ingredients/mapped/Alpha-Tocopherol.yaml	open	The all-R alpha-tocopherol identity and residual grounding pass, but the record lacks ingredient_type and ChEBI chemistry and its occurrence is missing from refreshed CultureMech membership.	reports/yaml_record_review/Alpha-Tocopherol.md
SEM:aff9cbb5e749fbf4879c	data/ingredients/mapped/Alpha-bisabolol.yaml	active	existing_record_review	major	data/ingredients/mapped/Alpha-bisabolol.yaml	open	The exact stereospecific CHEBI identity, CAS, chemistry, SSSOM row, and aggregate pass, but the generic Bisabolol surface is stored and exported as an exact synonym.	reports/yaml_record_review/Alpha-bisabolol.md
SEM:dbd620dbecd8ec1c902e	data/ingredients/mapped/Alpha-d-glucose.yaml	active	existing_record_review	major	data/ingredients/mapped/Alpha-d-glucose.yaml	open	The exact alpha-D-glucose identity, CAS, chemistry, occurrence count, corrected Unicode-Greek synonym, SSSOM row, and aggregate pass, but CultureMech prose remains in synonyms, MicrobeDecoder provenance is missing, and nutrient roles remain provisional.	reports/yaml_record_review/Alpha-d-glucose.md
SEM:c35eb149a298fc50ff6d	data/ingredients/mapped/Alpha-hydroxyglutarate-gamma-lactone.yaml	active	existing_record_review	minor	data/ingredients/mapped/Alpha-hydroxyglutarate-gamma-lactone.yaml	open	The local kgmicrobe fallback is intentional because the gamma-lactone is not its parent acid and no exact external term was curated; only stale top-level unmapped-import notes remain.	reports/yaml_record_review/Alpha-hydroxyglutarate-gamma-lactone.md
SEM:80f9ca33e0c5c4d98474	data/ingredients/mapped/Alpha-ketoglutaric_Acid.yaml	active	existing_record_review	major	data/ingredients/mapped/Alpha-ketoglutaric_Acid.yaml	open	The exact CHEBI identity, CAS, chemistry, occurrence count, SSSOM row, and aggregate pass, but the carbon and energy source roles are still provisional computational predictions.	reports/yaml_record_review/Alpha-ketoglutaric_Acid.md
SEM:92d1b5b95eea8a87cbf6	data/ingredients/mapped/Alphaalpha-Trehalose.yaml	active	existing_record_review	major	data/ingredients/mapped/Alphaalpha-Trehalose.yaml	open	The exact CHEBI grounding and restored residual evidence pass, but the record lacks ingredient_type and ChEBI chemistry and its occurrence is missing from refreshed CultureMech membership.	reports/yaml_record_review/Alphaalpha-Trehalose.md
SEM:f2a848c67af968e4d994	data/ingredients/mapped/Aluminum_Chloride_Hydrate.yaml	active	existing_record_review	major	data/ingredients/mapped/Aluminum_Chloride_Hydrate.yaml	open	The CAS primary identity, NCIT parent, exact CAS/local SSSOM rows, CultureMech count, and aggregate pass, but the hydrate stoichiometry remains unverified while PubChem monohydrate-like chemistry is stored.	reports/yaml_record_review/Aluminum_Chloride_Hydrate.md
SEM:050214a3e599f0ec6ddb	data/ingredients/mapped/Aminoacids.yaml	active	existing_record_review	major	data/ingredients/mapped/Aminoacids.yaml	open	The local stock-solution fallback identity, occurrence count, SSSOM row, and aggregate pass, but the amino-acid mix still lacks component-level representation.	reports/yaml_record_review/Aminoacids.md
SEM:8480a577099771e19e27	data/ingredients/mapped/Ammonium.yaml	active	existing_record_review	major	data/ingredients/mapped/Ammonium.yaml	open	The exact CHEBI identity, MicrobeDecoder occurrence, NH4+ alias, chemistry, approval, SSSOM row, and aggregate pass, but the three NH4+ residual mentions are missing from refreshed CultureMech membership and occurrence counters.	reports/yaml_record_review/Ammonium.md
SEM:8f9a7e1176215b21a9b9	data/ingredients/mapped/Ammonium_Acetate.yaml	active	existing_record_review	major	data/ingredients/mapped/Ammonium_Acetate.yaml	open	The exact CHEBI identity, CAS, chemistry, nitrogen role, 67 CultureMech memberships, SSSOM row, and aggregate pass, but CultureMech role/property metadata remains in synonyms.	reports/yaml_record_review/Ammonium_Acetate.md
SEM:466803a7eeb39062d77e	data/ingredients/mapped/Ammonium_Molybdate_Tetrahydrate.yaml	active	existing_record_review	major	data/ingredients/mapped/Ammonium_Molybdate_Tetrahydrate.yaml	open	The CAS tetrahydrate identity, close anhydrous parent, exact CAS SSSOM row, 12 memberships, and hydrate regrade pass, but an anhydrous-parent synonym is exact and the trace-element role remains provisional.	reports/yaml_record_review/Ammonium_Molybdate_Tetrahydrate.md
SEM:8bb463703d80e3cf45af	data/ingredients/mapped/Ammonium_Persulfate.yaml	active	existing_record_review	major	data/ingredients/mapped/Ammonium_Persulfate.yaml	open	The exact CHEBI identity, CAS, chemistry, ChEBI synonym, row-review confirmation, SSSOM row, and aggregate pass, but the nitrogen-source role is only a computational ancestry inference.	reports/yaml_record_review/Ammonium_Persulfate.md
SEM:fc7e7855a0ad61a437bf	data/ingredients/mapped/Ammonium_Sulfide_Solution.yaml	active	existing_record_review	major	data/ingredients/mapped/Ammonium_Sulfide_Solution.yaml	open	The CAS identity, broader MeSH parent, exact registry SSSOM rows, and aggregate pass, but the reducing-agent role is provisional and the stored PubChem CID no longer matches the CAS-resolved identity.	reports/yaml_record_review/Ammonium_Sulfide_Solution.md
SEM:96d48ed028fe7c36e4ba	data/ingredients/mapped/Amoxicillin.yaml	active	existing_record_review	major	data/ingredients/mapped/Amoxicillin.yaml	open	The exact CHEBI identity, CAS, ChEBI synonym, row-review confirmation, SSSOM row, and aggregate pass, but MicrobeDecoder/BacDive occurrences are missing and the selective-agent role is provisional.	reports/yaml_record_review/Amoxicillin.md
SEM:fa494a9e272b394a4be3	data/ingredients/mapped/Amphotericin_A.yaml	active	existing_record_review	major	data/ingredients/mapped/Amphotericin_A.yaml	open	The exact MeSH identity, SSSOM row, and row-review disposition pass, but the selective-agent role is only a computational name-pattern inference.	reports/yaml_record_review/Amphotericin_A.md
SEM:df754481e882060092ed	data/ingredients/mapped/Amphotericin_B.yaml	active	existing_record_review	major	data/ingredients/mapped/Amphotericin_B.yaml	open	The exact CHEBI identity, CAS, chemistry, memberships, row-review confirmation, and SSSOM row pass, but a liposomal formulation is exact and CultureMech metadata remains in synonyms.	reports/yaml_record_review/Amphotericin_B.md
SEM:501b8a8dc43d634e8964	data/ingredients/mapped/Ampicillin.yaml	active	existing_record_review	major	data/ingredients/mapped/Ampicillin.yaml	open	The exact CHEBI identity, CAS, chemistry, memberships, source-backed selective-agent role, row-review confirmation, and SSSOM row pass, but CultureMech role/property metadata remains in synonyms.	reports/yaml_record_review/Ampicillin.md
SEM:ccf7918b426e5aa460fe	data/ingredients/mapped/Ampicillin_Sodium_Salt.yaml	excluded_rejected	existing_record_review	major	data/ingredients/mapped/Ampicillin_Sodium_Salt.yaml	open	The CHEBI identity and merge tombstone exist, but the rejected duplicate remains in the mapped aggregate with a provisional role and an unreviewed cross-record baseline against Na-ampicillin.	reports/yaml_record_review/Ampicillin_Sodium_Salt.md
SEM:3ae85e4f38a4db47802a	data/ingredients/mapped/Amylose_From_Potato.yaml	active	existing_record_review	major	data/ingredients/mapped/Amylose_From_Potato.yaml	open	The CAS amylose lookup, chemistry, ChEBI synonym, row-review disposition, SSSOM row, and aggregate pass, but the potato-qualified record still uses exact unqualified amylose and a provisional carbon-source role.	reports/yaml_record_review/Amylose_From_Potato.md
SEM:6be3a381c97adf446fe8	data/ingredients/mapped/Andirobin.yaml	active	existing_record_review	minor	data/ingredients/mapped/Andirobin.yaml	open	The direct CAS fallback, exact CAS SSSOM row, row-review disposition, aggregate copy, and zero CultureMech memberships pass, but PubChem now resolves the CAS and chemistry remains unpopulated.	reports/yaml_record_review/Andirobin.md
SEM:880a8b357e2e197b5099	data/ingredients/mapped/Anethole.yaml	active	existing_record_review	major	data/ingredients/mapped/Anethole.yaml	open	The generic anethole mapping and structure pass, but the stored CAS belongs to trans-anethole and the record exports that narrower isomer CAS on the broader CHEBI parent.	reports/yaml_record_review/Anethole.md
SEM:5de5adf89b6d073e0b16	data/ingredients/mapped/Angolamycin.yaml	active	existing_record_review	major	data/ingredients/mapped/Angolamycin.yaml	open	The exact MeSH identity, SSSOM row, and row-review disposition pass, but the selective-agent role is only a computational name-pattern inference.	reports/yaml_record_review/Angolamycin.md
SEM:b6ab2df58ea882b5867a	data/ingredients/mapped/Angustmycin.yaml	active	existing_record_review	major	data/ingredients/mapped/Angustmycin.yaml	open	The synonym-match grounding to psicofuranin, chemistry, absorbed MicrobeDecoder source, row-review disposition, SSSOM row, and aggregate pass, but a KGX produces statement remains in synonyms and the selective-agent role is provisional.	reports/yaml_record_review/Angustmycin.md
SEM:788588009d8ef5a335d9	data/ingredients/mapped/Anhydrotetracycline_Hydrochloride.yaml	active	existing_record_review	major	data/ingredients/mapped/Anhydrotetracycline_Hydrochloride.yaml	open	The exact CHEBI identity, chemistry, exact structural synonym, row-review confirmation, SSSOM row, and aggregate pass, but the selective-agent role is only a computational name-pattern inference.	reports/yaml_record_review/Anhydrotetracycline_Hydrochloride.md
SEM:9edb34addb0e215525f9	data/ingredients/mapped/Anisodamine_Hydrobromide.yaml	active	existing_record_review	major	data/ingredients/mapped/Anisodamine_Hydrobromide.yaml	open	The NCIT hydrobromide term resolves, but the active CAS, PubChem CID, and chemistry describe base anisodamine rather than anisodamine hydrobromide.	reports/yaml_record_review/Anisodamine_Hydrobromide.md
SEM:60e9c30415090bd62c5f	data/ingredients/mapped/Anthranilic_Acid.yaml	active	existing_record_review	major	data/ingredients/mapped/Anthranilic_Acid.yaml	open	The exact CHEBI identity, CAS, formula, exact synonym, SSSOM row, and aggregate copy pass, but the amino-acid-source role is only a provisional ChEBI-ancestry inference.	reports/yaml_record_review/Anthranilic_Acid.md
SEM:7432d11d5a80e4310906	data/ingredients/mapped/Antimonate.yaml	active	existing_record_review	minor	data/ingredients/mapped/Antimonate.yaml	open	The exact CHEBI synonym match, formula, MicrobeDecoder occurrence, SSSOM row, and aggregate copy pass, but the top-level notes still describe the old unmapped state.	reports/yaml_record_review/Antimonate.md
SEM:5454f9cd0e1889155a93	data/ingredients/mapped/Antimycin_A.yaml	active	existing_record_review	major	data/ingredients/mapped/Antimycin_A.yaml	open	The exact CHEBI identity, CAS, formula, exact synonym, SSSOM row, and aggregate copy pass, but the selective-agent role is only a provisional name-pattern inference.	reports/yaml_record_review/Antimycin_A.md
SEM:620089b33811e495367b	data/ingredients/mapped/Apigenin_Dimethyl_Ether.yaml	active	existing_record_review	blocker	data/ingredients/mapped/Apigenin_Dimethyl_Ether.yaml	open	The record conflates the Apigenin Dimethyl Ether surface with methoxymethane and a PubChem CID for 4-(2-cyanophenyl)benzoic Acid.	reports/yaml_record_review/Apigenin_Dimethyl_Ether.md
SEM:ed40b43fb7115484cc01	data/ingredients/mapped/Apramycin_Sulfate_Salt.yaml	active	existing_record_review	major	data/ingredients/mapped/Apramycin_Sulfate_Salt.yaml	open	The CAS and PubChem chemistry match ChEBI Apramycin sulfate, but the ChEBI relation is undergraded and the selective-agent role is only a provisional name-pattern inference.	reports/yaml_record_review/Apramycin_Sulfate_Salt.md
SEM:cdf5b7015ae8a1d159df	data/ingredients/mapped/Arabinan_From_Sugar_Beet.yaml	active	existing_record_review	major	data/ingredients/mapped/Arabinan_From_Sugar_Beet.yaml	open	The CAS fallback rows are synchronized, but the FoodOn parent denotes the sugar-beet root rather than arabinan extracted from sugar beet.	reports/yaml_record_review/Arabinan_From_Sugar_Beet.md
SEM:2e2200ab3fa8200ec6b4	data/ingredients/mapped/Arabinobiose.yaml	active	existing_record_review	major	data/ingredients/mapped/Arabinobiose.yaml	open	The CAS, PubChem chemistry, MeSH parent, and registry rows pass, but the carbon-source role is only a provisional name-pattern inference.	reports/yaml_record_review/Arabinobiose.md
SEM:4dc8119e49259e180538	data/ingredients/mapped/Arabinogalactan.yaml	active	existing_record_review	major	data/ingredients/mapped/Arabinogalactan.yaml	open	The CAS-backed ChEBI identity and SSSOM row pass, but the carbon-source role is only a provisional ChEBI-ancestry inference.	reports/yaml_record_review/Arabinogalactan.md
SEM:5129ef93e7cf8d1171dc	data/ingredients/mapped/Arabinose.yaml	active	existing_record_review	major	data/ingredients/mapped/Arabinose.yaml	open	The exact CHEBI identity, corrected CAS, formula, CultureMech occurrences, and carbon-source role pass, but role/property strings remain in synonyms and the energy-source role is provisional.	reports/yaml_record_review/Arabinose.md
SEM:89c3fc52b1e377e0fb9d	data/ingredients/mapped/Arabinotriose.yaml	active	existing_record_review	major	data/ingredients/mapped/Arabinotriose.yaml	open	The CAS-backed PubChem and ChEBI structures, exact synonym, and registry rows pass, but the carbon-source role is only a provisional name-pattern inference.	reports/yaml_record_review/Arabinotriose.md
SEM:5efa69d40115ca620297	data/ingredients/mapped/Arabinoxylan_Rye_Flour.yaml	active	existing_record_review	blocker	data/ingredients/mapped/Arabinoxylan_Rye_Flour.yaml	open	The active FoodOn identifier and SSSOM exactMatch denote rye flour rather than the arabinoxylan ingredient.	reports/yaml_record_review/Arabinoxylan_Rye_Flour.md
SEM:e8934c3b8b16be6cfee5	data/ingredients/mapped/Arabitol.yaml	active	existing_record_review	major	data/ingredients/mapped/Arabitol.yaml	open	The CAS-backed L-arabinitol identity, L-form synonyms, CultureMech memberships, and MicrobeDecoder merge pass, but the carbon-source role is only a provisional ChEBI-ancestry inference.	reports/yaml_record_review/Arabitol.md
SEM:2c25f265978f0f90872c	data/ingredients/mapped/Arginine.yaml	active	existing_record_review	major	data/ingredients/mapped/Arginine.yaml	open	The generic CHEBI identity, formula, structure, CultureMech occurrences, nitrogen-source role, and SSSOM row pass, but role/property strings remain in synonyms.	reports/yaml_record_review/Arginine.md
SEM:35747f9b8c5ef7e911cd	data/ingredients/mapped/Arsenate.yaml	active	existing_record_review	major	data/ingredients/mapped/Arsenate.yaml	open	The exact arsenate identity passes, but arsenite, pathway, and parenthetical instruction strings remain in YAML synonyms and SSSOM other.	reports/yaml_record_review/Arsenate.md
SEM:fb6a2a282bb4802d07fc	data/ingredients/mapped/Artepaulin.yaml	active	existing_record_review	blocker	data/ingredients/mapped/Artepaulin.yaml	open	The CAS fallback points at a PubChem CID that lacks the Artepaulin name while current PubChem and ChEBI place Artepaulin on a different compound.	reports/yaml_record_review/Artepaulin.md
SEM:f2a2df4244340a9a85e8	data/ingredients/mapped/Artificial_Sea_Salt.yaml	active	existing_record_review	blocker	data/ingredients/mapped/Artificial_Sea_Salt.yaml	open	The record exact-maps artificial sea salt to generic evaporated sea salt after a stem-substring upgrade that dropped the artificial qualifier.	reports/yaml_record_review/Artificial_Sea_Salt.md
SEM:044cd3f18a112afe4253	data/ingredients/mapped/Ascorbic_Acid.yaml	active	existing_record_review	major	data/ingredients/mapped/Ascorbic_Acid.yaml	open	The record mixes generic CHEBI ascorbic acid with the L-ascorbic-acid CAS and still carries role/property strings as synonyms.	reports/yaml_record_review/Ascorbic_Acid.md
SEM:1db5282ff46c88b39c83	data/ingredients/mapped/Asparagine.yaml	active	existing_record_review	major	data/ingredients/mapped/Asparagine.yaml	open	The exact CHEBI asparagine identity and hydrate rejection pass, but two CultureMech role/property strings remain in YAML synonyms.	reports/yaml_record_review/Asparagine.md
SEM:f7b51d23ab90bda7153b	data/ingredients/mapped/Atrazin.yaml	active	existing_record_review	blocker	data/ingredients/mapped/Atrazin.yaml	open	The record exact-maps Atrazin to non-resolving CAS 1924-24-9 despite an existing CHEBI atrazine record.	reports/yaml_record_review/Atrazin.md
SEM:93aa4c73b1d9d3784e08	data/ingredients/mapped/Avocadyne.yaml	active	existing_record_review	major	data/ingredients/mapped/Avocadyne.yaml	open	The exact ChEBI Avocadyne identity passes, but the CAS should be 24607-05-4 instead of non-resolving 34524-38-4.	reports/yaml_record_review/Avocadyne.md
SEM:26567b75d4c91ad33437	data/ingredients/mapped/Avocatin_B.yaml	active	existing_record_review	major	data/ingredients/mapped/Avocatin_B.yaml	open	The exact MeSH Avocatin B identity passes, but its 1:1 Avocadene/Avocadyne composition is not modeled.	reports/yaml_record_review/Avocatin_B.md
SEM:eb3a5c818ee47b2718bb	data/ingredients/mapped/Azadirachtin.yaml	active	existing_record_review	major	data/ingredients/mapped/Azadirachtin.yaml	open	The exact generic CHEBI azadirachtin-family mapping passes, but CAS 11141-17-6 is form-specific and does not belong on the generic CHEBI:38473 record without a re-grounding decision.	reports/yaml_record_review/Azadirachtin.md
SEM:509b4fa1b7f4db60d17b	data/ingredients/mapped/Azlocillin.yaml	active	existing_record_review	minor	data/ingredients/mapped/Azlocillin.yaml	open	The exact CultureMech residual grounding to CHEBI azlocillin passes, but ingredient_type and ChEBI chemical properties are missing.	reports/yaml_record_review/Azlocillin.md
SEM:53af41b0c513f5b38263	data/ingredients/mapped/Azomycin.yaml	active	existing_record_review	minor	data/ingredients/mapped/Azomycin.yaml	open	The synonym-grounded CHEBI 2-nitroimidazole identity and chemistry pass, but the top-level notes still describe the stale pre-promotion unmapped state.	reports/yaml_record_review/Azomycin.md
