edge_id	subject	predicate	object	assertion_type	assertion_sha256	source_record	record_sha256	verdict	rationale	review_report
MIM.assertion:433d0c615afb9e28977f21140c32020f96a6c2b673c91033476743e40ba10739	MIM:3-Hydroxydecanoic_Acid	biolink:exact_match	CHEBI:132983	mapping	aa5eb2e581e3f4f66ed9b0faf39220db589dde701bf08d7f8897c1a2ec057cf9	data/ingredients/mapped/3-Hydroxydecanoic_Acid.yaml	870a86016f35d2178eb860642ace265c3ca2f2fc604d1644932a4bf2993e0435	pass_with_minor_issues	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/3-Hydroxydecanoic_Acid.md
MIM.assertion:4344d9045cf561a8c980b92dea90729d04cbe2f369e0e97225a9b54e532e4883	MIM:L-ornithine_Monohydrochloride	biolink:exact_match	CHEBI:195690	mapping	1b3cd7f37f28f50d24f6306a70a38ffb6521a6e770b05bae0377c2c0f3754b45	data/ingredients/mapped/L-ornithine_Monohydrochloride.yaml	420c77b8adacc5770dc705ca374f09a3470dff65077b929a25047484ae6465f8	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/L-ornithine_Monohydrochloride.md
MIM.assertion:4351e90b734405cccc99d31e1f8682881d043a5b305e69bfd34822a7b5b5c4bd	MIM:3-Methylcatechol	biolink:exact_match	CHEBI:18404	mapping	5c56420b8fa521480ea14e083244a0bfe3491fa7747f1a1e8003205463a5e007	data/ingredients/mapped/3-Methylcatechol.yaml	fb1b033d89ac5800b48c4fb7c2752f37cd08aaaa904b71fc96d0b53538b4599d	pass_with_minor_issues	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/3-Methylcatechol.md
MIM.assertion:4352d834a48813f15f6d9f32e2f981e365bdce2719e206796ccb894c67bb4e32	MIM:L-alanylglycine	biolink:exact_match	CHEBI:73757	mapping	0541a743f19d772686600c8cb97ea9e71c2cba25d0c79c3425de8a150826a3e4	data/ingredients/mapped/L-alanylglycine.yaml	be592fbf7c4c0713b0962fb7db4c100d07ebeb53eac160ef4a93adff0f4df93c	pass_with_minor_issues	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/L-alanylglycine.md
MIM.assertion:435960a31eb00ce2ec402d9dab1e1dac7758b17c1d4411a80a3c7ed477f1983e	MIM:Na-vanillate	biolink:has_chemical_role	MIM.role:NutritionalRoleEnum.CARBON_SOURCE	nutritional_roles	e59eee7cf5387857dcf375c761bc4588088393fe88064c16b7be945209733418	data/ingredients/mapped/Na-vanillate.yaml	9ddd9edfd7d77a47df419c9239e9b99e99e24c41e9e8949a5ae65fde6afab385	insufficient_evidence	Only explicitly provisional computational evidence is supplied; not an independently supported role claim.	reports/yaml_record_review/Na-vanillate.md
MIM.assertion:435dacb07c0f9c881b33ad34d6c968e0b00828fc0c7c24f1005b9d0dff63cf7b	MIM:Cefmetazole	biolink:has_chemical_role	MIM.role:PhysicochemicalRoleEnum.SELECTIVE_AGENT	physicochemical_roles	f8022e7f4b0dc2d5ac8bfee6907fef9eff7506632cd4a11eac620af6777da28b	data/ingredients/mapped/Cefmetazole.yaml	7a7f6d1135bf082c3116b11d3b052a6ca006055de9d4df6bc37643bc2e05567d	insufficient_evidence	Only explicitly provisional computational evidence is supplied; not an independently supported role claim.	reports/yaml_record_review/Cefmetazole.md
MIM.assertion:436007f64f1cca4fc55af6ff53a5c9c5b251d4715831e528ff8de547a3ca57e1	MIM:L-_-erythrulose	biolink:exact_match	CHEBI:23958	mapping	6d8b55c44dffd51c2641bc26e1d745c682e1dfac7e856fd46f41e4aab106e908	data/ingredients/mapped/L-_-erythrulose.yaml	a7b5a229351c84f9d507beea7fab28bbb2baef46d0aadd7becd2703c3648561a	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/L-_-erythrulose.md
MIM.assertion:4360fa69c188d3cef557331d6dbb5289b6f3ff06ac713937f4ea12d950a5e47e	MIM:Na-formate	biolink:has_chemical_role	MIM.role:NutritionalRoleEnum.CARBON_SOURCE	nutritional_roles	df2072c00c03ccac74a186fad08ecce37b665354626058d581fd7b3f601cd30f	data/ingredients/mapped/Na-formate.yaml	1f1bb01d1e00770e2c181db6586b8de70ffd53fab5027fe9cad9fca894a985b0	insufficient_evidence	Only explicitly provisional computational evidence is supplied; not an independently supported role claim.	reports/yaml_record_review/Na-formate.md
MIM.assertion:4363d7e321f5e30826d5f9118497cf4160b6b5b77cca3a05ea6f3673064fd4d3	MIM:Azureomycin	biolink:has_chemical_role	MIM.role:PhysicochemicalRoleEnum.SELECTIVE_AGENT	physicochemical_roles	f8022e7f4b0dc2d5ac8bfee6907fef9eff7506632cd4a11eac620af6777da28b	data/ingredients/mapped/Azureomycin.yaml	7526eae4b8d62730cd4ac486066b7f92919695d5db8b90688b66a9cd3327d727	insufficient_evidence	Only explicitly provisional computational evidence is supplied; not an independently supported role claim.	reports/yaml_record_review/Azureomycin.md
MIM.assertion:43842cafc411522942062ef1fb62b378192bf2c44c7af96961cf7b2e6e6435f3	MIM:Linezolid	biolink:has_chemical_role	MIM.role:PhysicochemicalRoleEnum.SELECTIVE_AGENT	physicochemical_roles	f8022e7f4b0dc2d5ac8bfee6907fef9eff7506632cd4a11eac620af6777da28b	data/ingredients/mapped/Linezolid.yaml	0990f379168e3a24d50a3e950038c2a676874be9486cc43942586598e44d428a	insufficient_evidence	Only explicitly provisional computational evidence is supplied; not an independently supported role claim.	reports/yaml_record_review/Linezolid.md
MIM.assertion:43a98d810396e01953d06e9b2bf478973000e04bd612f9ca44ede00fc74c7e9a	MIM:Nafcillin_Sodium_Salt_Monohydrate	biolink:has_chemical_role	MIM.role:PhysicochemicalRoleEnum.SELECTIVE_AGENT	physicochemical_roles	f8022e7f4b0dc2d5ac8bfee6907fef9eff7506632cd4a11eac620af6777da28b	data/ingredients/mapped/Nafcillin_Sodium_Salt_Monohydrate.yaml	178567c5522304be923df860644a4d3d5db6d07be86831025144fcd0b18b9bb4	insufficient_evidence	Only explicitly provisional computational evidence is supplied; not an independently supported role claim.	reports/yaml_record_review/Nafcillin_Sodium_Salt_Monohydrate.md
MIM.assertion:43b391290fcaa2fd82a941998df2430ea177192a6a64e57cffb16ec31eca2ac5	MIM:Escin	biolink:exact_match	CHEBI:2500	mapping	f3b9d78ada2bf0c191ab622310251e90da7190f1f1dcaaba8fe2a9925d479426	data/ingredients/mapped/Escin.yaml	fbb03e5715ea83766f598d9105946e248d3b6e38324c7aeba649f1586c1c0e4f	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Escin.md
MIM.assertion:43ce82f1e59ade0ecc847d9674f39308196e84c38c5a685b221df9a851a6599c	MIM:Air	biolink:exact_match	ENVO:00002005	mapping	fa539fbeb451ecb30414e8e3adefca9db57ce1133b3926213002d90f29235220	data/ingredients/mapped/Air.yaml	9fe7572616315e41774ebd74d8600b9d71f80c49c203ff862506322c631c3b7d	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Air.md
MIM.assertion:43d52b623bc85bf60d9274bd4648d3e25ca708d8fdcc2f090c153a477d527449	MIM:UW_Concentrated_Base	biolink:has_part	CHEBI:32312	component	60e1771f62e3362d56a37f1a88e2f246a8b566d6044b02aa645cbec7a0f5296a	data/ingredients/mapped/UW_Concentrated_Base.yaml	b455758691d8f1ec6e5c6303502ed582461925a43b211ee5eb12eaa0590f3931	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/UW_Concentrated_Base.md
MIM.assertion:43e60efd1d674b4472f36012117d3f7bbe7bb89d5f15274ffbd16812a2f7b356	MIM:Modified_Wolfes_Minerals	biolink:has_part	CHEBI:26710	component	66467dceddeb185af302257809a14fcd9665c3b59e708c006d07ae378bcccd87	data/ingredients/mapped/Modified_Wolfes_Minerals.yaml	9512ca1f07fc2ac7e0e23caef92bdf5d1933e5e25d3040b25b43a8e31f49b392	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Modified_Wolfes_Minerals.md
MIM.assertion:43f91c7cf4ae26455644200408aa2ed4389fda3e816677e32b3c8fcba5e3a008	MIM:Vitamins	biolink:exact_match	CHEBI:33229	mapping	27a99eaa9584febceaeb89ab71962bd0089863a241a62a6b5e3445c842d6789b	data/ingredients/mapped/Vitamins.yaml	8876f5e34a6bbc4b074dce44333aaf814593a36eb8fc8b88caf2c049a4c2e177	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Vitamins.md
MIM.assertion:43f928bddc2095dda74c2a196b40426d8ec9470ae92a8db1c519e0e1c57534a2	MIM:Taurocholate	biolink:exact_match	CHEBI:36257	mapping	ef5f63654b926a247a7a631ae6f4ed1a2d7fe9ee7ce2f692ec8e4dc26470115b	data/ingredients/mapped/Taurocholate.yaml	147a85b0c444482569d8caf2d2d04212d89108e4f0ffe8447852c73cdd100a4c	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Taurocholate.md
MIM.assertion:4400c8e42212c01d6635caf3429d9c8672e388ade7eb7e635518b2db343ecc16	MIM:Methyl_Ferulate	biolink:exact_match	cas:22329-76-6	mapping	dde2bce85aa8c86f29f24463f6fa9e5c525c52969424251d0e3ef0cee0fa9802	data/ingredients/mapped/Methyl_Ferulate.yaml	62801291eac1b658017671233eeb8a826844e380e199dfb99632b9e06112745a	pass_with_minor_issues	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Methyl_Ferulate.md
MIM.assertion:4413f56b047a1e82fedd6c341f55cfbd9c65bccc4172cb322a3f521ab0de746a	MIM:Butyl_Stearate	biolink:exact_match	CHEBI:85983	mapping	74b4be9f4ca9138a820516d4674866480819d5797e4990d28def9b73120e4f46	data/ingredients/mapped/Butyl_Stearate.yaml	a7075c4de783d3c6b7dde20b1ae799da4129b2ea13bdbdbb176618fb0783dfa7	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Butyl_Stearate.md
MIM.assertion:442e5b2dbe64ec7fade25b4e50bc2a3b4f9adb16924f5cb66ec71e4787657e39	MIM:Tellurite	biolink:exact_match	CHEBI:30477	mapping	bf65259bf275bf58722f35a4407def50a0aa7886f8d19082f51725a776e4ae87	data/ingredients/mapped/Tellurite.yaml	a9f06af24725051aa4650921a4ee4c609453d8d5f7a42619538d2ce772d548c2	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Tellurite.md
MIM.assertion:443556c19e76e1e280f77079e9b833e28ca1cec7ddbbe29cd5c2b025c3c3b889	MIM:Hydroxylamine_Hydrochloride	biolink:exact_match	CHEBI:5807	mapping	95840625e64a162dc57ce6f31c4539632b3a0ae8283d584782d4ddfd2ace1036	data/ingredients/mapped/Hydroxylamine_Hydrochloride.yaml	d3fa1af6f4e4475ab7fd08df21ac6f4ff7b8c655db015179a7b09bae6287d445	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Hydroxylamine_Hydrochloride.md
MIM.assertion:443f2721906b35a12dead20ffb4421336b34fd45002ae53a68c826429d672fbb	MIM:L-_-sorbose	biolink:exact_match	CHEBI:17266	mapping	8768f210126d5eadcd6f85fbac9770082f8010b5229c29dbd208c1bd6bd7969c	data/ingredients/mapped/L-_-sorbose.yaml	6c8d96558f5a743d2f583ce0c3b7f916f807520c627777a032da90bc3c9ac801	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/L-_-sorbose.md
MIM.assertion:445102886696821801f299b91e8d5449581c7fd959b93024e917d888dd8c12c2	MIM:Piperine	biolink:exact_match	CHEBI:28821	mapping	47667f4284556dd12305b985b6a5ea8bd339f642bfba708ff2cbd840065f7931	data/ingredients/mapped/Piperine.yaml	a2fb6e3b948d8f9f2c82e736b11c56286d0b1b151ebad470000a340957c4e0ff	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Piperine.md
MIM.assertion:446cfbb5b5bfff312be92eb6742aff120b65af264c6c9955f297bd6340831056	MIM:Formatetrimethylamine	biolink:has_part	CHEBI:18139	component	9d389e163bb01ef735dddba0ef4bfd0a8c2fbb0ed030e89a980b0a373e09a35c	data/ingredients/mapped/Formatetrimethylamine.yaml	3d0437e5886f89428f1cc8b1bd6b7ddddf16a069a0b2ae9c347e21c4894d0daf	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Formatetrimethylamine.md
MIM.assertion:4480245cec10c00177d4b6fdc7bfbc3f6806f46857bfe89cc25397c822bcf568	MIM:Trypticase-glucose-yeast_Extract	biolink:has_part	CHEBI:17234	component	a998e8c33477b88b077b8e21c98bb7094fce4d5ec3c6e8f3555434a9406cdc82	data/ingredients/mapped/Trypticase-glucose-yeast_Extract.yaml	dd8cff5daf1d1ba4c784e36305963b72d73079532b80b5bf86d6ba060cc2a0a3	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Trypticase-glucose-yeast_Extract.md
MIM.assertion:4489486b8b4d7ff689624adbec7ad16b453a55534d4496b21d3c96b8e2c5c64d	MIM:2-Keto-D-gluconic_Acid_Hemicalcium_Salt_Monohydrate	biolink:exact_match	cas:3470-37-9	mapping	22e633092e6cb0d8b1834eee8b9c26cedb88dcf81ed0cd8b8033725c6dcf112d	data/ingredients/mapped/2-Keto-D-gluconic_Acid_Hemicalcium_Salt_Monohydrate.yaml	c723754f95dc6bcb53fdbafe6912a8545fe82b86a78989d19bdacae67e337bae	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/2-Keto-D-gluconic_Acid_Hemicalcium_Salt_Monohydrate.md
MIM.assertion:44c3a0d39b69bfb4f47e8713558c6391f18a0c4c185c4b451386b786fbb56e10	MIM:Congo_Red	biolink:has_chemical_role	MIM.role:PhysicochemicalRoleEnum.PH_INDICATOR	physicochemical_roles	2983195afaaa9c0ff5e042efc7cd780dbd70c461ca3a9e3f253cb2252fe72dc8	data/ingredients/mapped/Congo_Red.yaml	aa4ba08e35d821c24685f51f79b99e3e01ca5fbc0c340e23f975c598c02dacef	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Congo_Red.md
MIM.assertion:44d271e9b3d0d2282148934391ed92f43c44c30d34af3c9239e4de362705a1bd	MIM:Cetrimonium_Bromide	biolink:exact_match	CHEBI:3567	mapping	f870f8457f7aa529af6ccd230cfc5fa92ace6d0a4e765b9f17264bd930451203	data/ingredients/mapped/Cetrimonium_Bromide.yaml	6e26768c9eab61f7864a4224811c20d86e7ec1eae8e7e0e634a82ed687fa917e	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Cetrimonium_Bromide.md
MIM.assertion:44dd30c3fc0871657b965f01bb831314783a459f8365e8fbf8d67f9457987f4c	MIM:Mezlocillin	biolink:exact_match	CHEBI:6919	mapping	eb9bb3e4cc79621eaddd32cb3e9e6462fb331cd86c0f5737363d1a45a6c97bdc	data/ingredients/mapped/Mezlocillin.yaml	bb1acbac45397691579372ee7f0e5acf789f06c7f2c3f46e1027429f19d0528a	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Mezlocillin.md
MIM.assertion:45307f0deeca8cf1278ed830486f2348a4f98def231c26f4be04dcfb460700d8	MIM:Butyrolactam	biolink:exact_match	CHEBI:36592	mapping	5219597772dcb0db3fc2ebba6a4bee7610828cdeaa052522ee20e9d0ad87508a	data/ingredients/mapped/Butyrolactam.yaml	0af83871cda4df30ed9c65b9210a8bd6df072f5687702a264e1db69ba3670563	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Butyrolactam.md
MIM.assertion:453b4bc28c6a1817f46531347c3dad00cefc3f07916aadae6b65773f796ddb26	MIM:Mc_trace_minerals	biolink:has_part	CHEBI:86465	component	030a616925fa9f539eaeefed4bf9d806fbc3aff48f7c67e4a0ed9e69b281000e	data/ingredients/mapped/Mc_trace_minerals.yaml	311da7a87975b99572f45f44d76173006762500cb524aadc7356c13da78047b2	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Mc_trace_minerals.md
MIM.assertion:455fef04386a3fe78babe7d7de581b7bb291367600c4c1786a739e346a77cca4	MIM:Vitamin_K1	biolink:has_chemical_role	MIM.role:NutritionalRoleEnum.VITAMIN_SOURCE	nutritional_roles	add0f9f4b6e925f45846c8f1bc0d7e1c21ad1e2892d8a1447cdb319ba6f95a3c	data/ingredients/mapped/Vitamin_K1.yaml	b1b4d7e83be0bbefa3d6100a34159db0c6806253cad60ee2c121be58357fb94a	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Vitamin_K1.md
MIM.assertion:45899f48fa5485c13b0f6f41ac1848f4b2ac87fd2ccfb82baeb1f2f66cea1c9c	MIM:PY-glucose-rumen_Fluid	biolink:exact_match	kgmicrobe.ingredient:py_glucose_rumen_fluid	mapping	2e420d2a11d08b5421f76fd8cd9aed3997c97c54ed332756cc120ae998f9a2b1	data/ingredients/mapped/PY-glucose-rumen_Fluid.yaml	0d9423c4dde8bee8140bab7b0cc6b27bcfa2e2a1c7c617ff454df19fbc17f777	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/PY-glucose-rumen_Fluid.md
MIM.assertion:458ca9f1ae38b7480ebef5fba51a9b19d1af8512bd421b079e65fdc31b1ee645	MIM:Cocl2_X_4_H2o	biolink:has_chemical_role	MIM.role:NutritionalRoleEnum.TRACE_ELEMENT	nutritional_roles	4887eaa3ca0939e5a2422fa0757cc61c8c4d5c2ec6119ded3a43ae4a1acb2a93	data/ingredients/mapped/Cocl2_X_4_H2o.yaml	1a6126fe5b3c767170ca5d42b25220b4dbf98bcdd109dc21255dae878415b9fc	insufficient_evidence	Only explicitly provisional computational evidence is supplied; not an independently supported role claim.	reports/yaml_record_review/Cocl2_X_4_H2o.md
MIM.assertion:45c458f230a0cb3e08cdb550ce06fe5d7b8a65d2636d30af5c08a78c58e3e5ef	MIM:2-chloro-4ethylamino-6-isopropylamino-135-triazine	biolink:exact_match	CHEBI:15930	mapping	ad2fd662ead97dfaf17e006f186f9021e1dfd7dc4b1cb3439df06c39c8dcb486	data/ingredients/mapped/2-chloro-4ethylamino-6-isopropylamino-135-triazine.yaml	5dbf00ae4cb7644279e476a238e3be0760a1b1e929b9faeeecd821f402b52a86	pass_with_minor_issues	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/2-chloro-4ethylamino-6-isopropylamino-135-triazine.md
MIM.assertion:45c61b655c9f2fa9756b1c9fde500d5216065661e2eee2726be8248365edcf38	MIM:Cephalexin	biolink:has_chemical_role	MIM.role:PhysicochemicalRoleEnum.SELECTIVE_AGENT	physicochemical_roles	f8022e7f4b0dc2d5ac8bfee6907fef9eff7506632cd4a11eac620af6777da28b	data/ingredients/mapped/Cephalexin.yaml	4dc424cb9b0db80ad99ec40766aedc81361bec4860f87bb87faf29ee4da378b7	insufficient_evidence	Only explicitly provisional computational evidence is supplied; not an independently supported role claim.	reports/yaml_record_review/Cephalexin.md
MIM.assertion:45c8c886c74d120756b599d5f0ffe86e49af9b25c7b79c9b40c3286ed1e3eed0	MIM:L-Cysteic_Acid_Monohydrate	biolink:exact_match	cas:23537-25-9	mapping	96f9f701c744800583681e784e393c1f16544a62bad63117b19791864c5b920f	data/ingredients/mapped/L-Cysteic_Acid_Monohydrate.yaml	21740d17230c11b46d09af7ae1570b8af173dfd789e232d5a304d3a0b39c4dda	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/L-Cysteic_Acid_Monohydrate.md
MIM.assertion:45cd5273640e4aa66e7af080bbd4050e98128dd1a30a8af0f867b78bd8a58503	MIM:Fructose	biolink:has_chemical_role	MIM.role:NutritionalRoleEnum.CARBON_SOURCE	nutritional_roles	29b5d370304d257b691a42ffc40b3f31176229b110bed3d04ff0d6ec9d1f1b19	data/ingredients/mapped/Fructose.yaml	b93915faf35edad102dfc40b3bfab8ec5fa889da4d39b733444b556da5d0e9dd	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Fructose.md
MIM.assertion:45ce8fb785879f13e90963f8661e17d587401be083cc17f9e5e46bf0b8c9649f	MIM:Sodium_Iodoacetate	biolink:exact_match	CHEBI:234594	mapping	35de636a30e913e8d2f6989793246c08492306494f51b5f5499c6643b2c51877	data/ingredients/mapped/Sodium_Iodoacetate.yaml	f302ceb7108370e31e22fb1c695158d7abca69255bb26edbaefa72cbf44378ca	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Sodium_Iodoacetate.md
MIM.assertion:45d55ce5f43922c72fa7e6fb71beb563e9659c33da4c824d0fdd68161846b53e	MIM:Antipyrine	biolink:exact_match	CHEBI:31225	mapping	95eada75797b4d736b66a49fbfa8355050c8131d4e93cd1f611ae51c7997ed95	data/ingredients/mapped/Antipyrine.yaml	fcb1db31d792335516ff6663ae85ae0d57963eab434555719e95b8439087cc1f	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Antipyrine.md
MIM.assertion:45e00484dadbb2767988636a037bfb535ce740b6e5431d46240665c71f9a578f	MIM:L_-tartaric_Acid	biolink:has_chemical_role	MIM.role:NutritionalRoleEnum.CARBON_SOURCE	nutritional_roles	4ea628be52149f9b81f39b2e78a409a172515bc4ad5c8e5c6fb4eba7014f1b6e	data/ingredients/mapped/L_-tartaric_Acid.yaml	15c57de12a61ce33485005e45a3b51d8832cc162aa488a2a1792ed17b80b8979	insufficient_evidence	Only explicitly provisional computational evidence is supplied; not an independently supported role claim.	reports/yaml_record_review/L_-tartaric_Acid.md
MIM.assertion:46028b4a0920c5182fff5f1d152bec014679b9811ade4fa6c81329460db470d0	MIM:Azacolutin	biolink:exact_match	kgmicrobe.compound:azacolutin	mapping	41bcedb83b13ce8c7118767ccdec7dccc7e14d477768ac69435f1ef79da7f510	data/ingredients/mapped/Azacolutin.yaml	25a1701923e1712d51f148a1d02a7ed4ba2662a4793546e645b26b2b864fc4ce	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Azacolutin.md
MIM.assertion:460d93f37a254f432762522502e30238ddc67d09b643f9f7584349bffb1252fe	MIM:Gluconic_Acid	biolink:exact_match	CHEBI:24266	mapping	924c046a6857e83866f2f4315b0e07ce754bb6aea4a1211abefdd09870b5f4b5	data/ingredients/mapped/Gluconic_Acid.yaml	c5d8f1517e07217d02cbc5f9d0b49f3b5ab518a0850a273f865a2ee8e88a7412	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Gluconic_Acid.md
MIM.assertion:4616f70458e1388ad4ef6a849ded3d3dfda453e2518970bfd51d866b30f6cef9	MIM:Marine_agar_2216	biolink:has_part	MICRO:0000178	component	70e899fdf7eed6ecdd91eeac2b56ee2048b8e1b1287f1ec2dcd55bef2fa6cd36	data/ingredients/mapped/Marine_agar_2216.yaml	7b9ca92398062ef3901dc2aabcbd3f2bae57d64f60fd34ddd450d833be607baf	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Marine_agar_2216.md
MIM.assertion:4628a85642289d62543f3bf4cf9839cd989a44fa96fdbba49cc7d625649795bc	MIM:Rosuvastatin_Calcium	biolink:exact_match	CHEBI:77249	mapping	e6d9ff42efbb80b2e052866b019373028a98f5ade4895dba3ae87dd784ba1d10	data/ingredients/mapped/Rosuvastatin_Calcium.yaml	d6a9e11e2f8c07f2f78df20f64f31c3903e0a63ff6d9463a18f6dff622c652f7	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Rosuvastatin_Calcium.md
MIM.assertion:4647ce6d57f824632bc80194971eaabd8eb8ac89df8d2bef5612295a92d8d965	MIM:Nalidixic_Acid_Sodium_Salt	biolink:has_chemical_role	MIM.role:PhysicochemicalRoleEnum.SELECTIVE_AGENT	physicochemical_roles	f8022e7f4b0dc2d5ac8bfee6907fef9eff7506632cd4a11eac620af6777da28b	data/ingredients/mapped/Nalidixic_Acid_Sodium_Salt.yaml	992b891547c7bc9767019f5bacbdd80c03d34413c418e907010dbba58d2308bd	insufficient_evidence	Only explicitly provisional computational evidence is supplied; not an independently supported role claim.	reports/yaml_record_review/Nalidixic_Acid_Sodium_Salt.md
MIM.assertion:464d953752c8901aa45b819fc0747ccad4da89d9e2a692d8726e0d8a131b08b7	MIM:Arabinose	biolink:has_chemical_role	MIM.role:NutritionalRoleEnum.ENERGY_SOURCE	nutritional_roles	05797c833ce5f55a4f9deb8713e7b56bc9b4c8e4920aeed310903d0418be101f	data/ingredients/mapped/Arabinose.yaml	bd2d37adf886a36285968be7e6180f4f6112dd4b2a130f49d9826c7e3e361b30	insufficient_evidence	Only explicitly provisional computational evidence is supplied; not an independently supported role claim.	reports/yaml_record_review/Arabinose.md
MIM.assertion:46579fbe1771a7dcb421b4d359f480b6b9b26243b8d8a203cc3b05741bfddd08	MIM:Mes_2-_N-morpholino_Ethane_Sulfonic_Acid	biolink:exact_match	CHEBI:39005	mapping	afec58491e044ce080ee17e406c3588e71722227f9ecf36d6f962f09c43489a5	data/ingredients/mapped/Mes_2-_N-morpholino_Ethane_Sulfonic_Acid.yaml	74b9b9ad58114bc8b6b1cb6248f12b9857093f0339635bb3c1c4d8e6e3a02f46	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Mes_2-_N-morpholino_Ethane_Sulfonic_Acid.md
MIM.assertion:465a6d11e189470b6a345f178e018def0c280563b899de363065110e56d0442c	MIM:Na2_Beta-glycerol_PO4_X_5_H2O	biolink:exact_match	kgmicrobe.compound:na2_beta-glycerol_po4_x_5_h2o	mapping	8d96aa56db6ad19872f0263ad71a75fbfe38b1fffbd268d613d5808bc9f44571	data/ingredients/mapped/Na2_Beta-glycerol_PO4_X_5_H2O.yaml	c164e18d33c5954842f23467b3825f9bf31e92d9cec5627d05f23c9cd5fc70f5	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Na2_Beta-glycerol_PO4_X_5_H2O.md
MIM.assertion:465c2d1005490626b2a472e5c672d85179102ceb06c2b8fe7f528f92e99c858a	MIM:Phosphomycin_Disodium_Salt	biolink:exact_match	cas:26016-99-9	mapping	e63c2b66caf4884351cdc0380e880447d4c648e4b036d0c46112602b5be7cec1	data/ingredients/mapped/Phosphomycin_Disodium_Salt.yaml	708c721ef6206ab2e92e3d797a8e632bb593840dc9c915a183fa9a594e37c61c	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Phosphomycin_Disodium_Salt.md
MIM.assertion:466f4023e8087d35eb94248b1b6137fd00fd459dc79d713c08e2ecf53c7488db	MIM:Benzethonium_Chloride	biolink:exact_match	CHEBI:31264	mapping	7b3ac145759124969fc744b7c2984719087f8797a310e01c1061f8730cd3086d	data/ingredients/mapped/Benzethonium_Chloride.yaml	94115aaac40391cd36e50dbdf8dc775ce036c19beca2fbf8e779143a5ae2c1b6	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Benzethonium_Chloride.md
MIM.assertion:467cbea17e5283e2af283f473ccc3bbd9eaf059c9f1f53648cf6d0632b3ec3b5	MIM:UW_Concentrated_Base_No_Sulfur	biolink:has_chemical_role	MIM.role:NutritionalRoleEnum.TRACE_ELEMENT	nutritional_roles	9de10fb967dcb1d2091cec69000680e005c9676754c7e425442ef98117b26376	data/ingredients/mapped/UW_Concentrated_Base_No_Sulfur.yaml	8e21f39d0f744ddf42c91a05ff234c29167bec026d599e41b7cfd8b02c04f6d7	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/UW_Concentrated_Base_No_Sulfur.md
