finding_id	source_record	record_scope	kind	severity	affected_unit	disposition	reason	evidence	current_record	current_record_sha256	resolution_status	resolution_reason	resolution_evidence
SEM:15761b556078b9a904a8	data/ingredients/mapped/Alk_So42.yaml	active	existing_record_review	major	data/ingredients/mapped/Alk_So42.yaml	open	The exact anhydrous potassium aluminium sulfate identity, CAS, chemistry, occurrence count, SSSOM row, and aggregate pass, but unrelated sodium silicate and zinc sulfate fragments plus CultureMech metadata remain in synonyms.	reports/yaml_record_review/Alk_So42.md	data/ingredients/mapped/Alk_So42.yaml	eb7149b3301b2f405c59d0463b04bf6db774703bb3e914d125ffe9086ac717ed	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:3a2357f8c6e181959658	data/ingredients/mapped/Alk_So42_X_12_H2o.yaml	active	existing_record_review	major	data/ingredients/mapped/Alk_So42_X_12_H2o.yaml	open	The exact dodecahydrate identity, CAS, hydrate chemistry, occurrence count, hydrate audits, SSSOM row, and aggregate pass, but a CultureMech role/property string remains in synonyms and role evidence has a stale occurrence count.	reports/yaml_record_review/Alk_So42_X_12_H2o.md	data/ingredients/mapped/Alk_So42_X_12_H2o.yaml	70e4c49858df84bf7c5963f50d1dcd7f3a6c132ab1f29251f438d730af435e2f	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:a54d4593a20cddd3eba3	data/ingredients/mapped/Allantoin.yaml	active	existing_record_review	major	data/ingredients/mapped/Allantoin.yaml	open	The exact CHEBI identity, CAS, chemistry, occurrence count, nitrogen-source role, SSSOM row, and aggregate pass, but a CultureMech role/property string remains in synonyms.	reports/yaml_record_review/Allantoin.md	data/ingredients/mapped/Allantoin.yaml	267ed873e0b685df5a2b2e9cfcd5e67b44949f914fdb137b92acdb6be251c20b	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:3dfe0c0aa8dd4863d85f	data/ingredients/mapped/Allopurinol.yaml	active	existing_record_review	minor	data/ingredients/mapped/Allopurinol.yaml	open	The exact CHEBI identity, CAS, CultureBotHT source, chemistry, exact synonym, SSSOM row, and aggregate pass; one historical auto-backfill event has truncated structure prose.	reports/yaml_record_review/Allopurinol.md	data/ingredients/mapped/Allopurinol.yaml	2b66b2b89d77f1cabf5ef3231ee6d2f99a60fcde6723aff4b5fc4d0ee9376121	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:36b073d01758f6370bcf	data/ingredients/mapped/Allura_Red_AC.yaml	active	existing_record_review	minor	data/ingredients/mapped/Allura_Red_AC.yaml	open	The exact CHEBI identity, CAS, CultureBotHT source, chemistry, exact synonym, SSSOM row, and aggregate pass; one historical auto-backfill event has truncated structure prose.	reports/yaml_record_review/Allura_Red_AC.md	data/ingredients/mapped/Allura_Red_AC.yaml	7b0c454b3048412a46cbf06b8a8cdb7bc0a968092abb8897746ea1733df33985	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:255d7cb47996db9b4dd5	data/ingredients/mapped/Aloin.yaml	active	existing_record_review	minor	data/ingredients/mapped/Aloin.yaml	open	The exact CHEBI identity, CAS, CultureBotHT source, chemistry, exact synonym, SSSOM row, and aggregate pass; one historical auto-backfill event has truncated structure prose.	reports/yaml_record_review/Aloin.md	data/ingredients/mapped/Aloin.yaml	f4caf35b4367f1752b54986f1b40d28da01cd08865cda82b15f6e4e664b3ccb5	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:6d47cb0674c05670cf4d	data/ingredients/mapped/Alpha-L-rhamnose.yaml	active	existing_record_review	major	data/ingredients/mapped/Alpha-L-rhamnose.yaml	open	The manual CHEBI alpha-L-rhamnopyranose grounding, MicrobeDecoder occurrence, chemistry, SSSOM row, and aggregate pass, but stale unmapped-import notes remain in the active record.	reports/yaml_record_review/Alpha-L-rhamnose.md	data/ingredients/mapped/Alpha-L-rhamnose.yaml	0e3550ad41dbbb166959ac237d4797148856e374b43de3f6cb6a8876a7f6b86d	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:479e5de92d621e39df87	data/ingredients/mapped/Alpha-Lactose.yaml	active	existing_record_review	major	data/ingredients/mapped/Alpha-Lactose.yaml	open	The CAS-specific monohydrate identity is correct, but the record still stores anhydrous chemistry, exports anhydrous aliases, lacks the MicrobeDecoder alpha-lactose occurrence, and retains provisional nutrient roles.	reports/yaml_record_review/Alpha-Lactose.md	data/ingredients/mapped/Alpha-Lactose.yaml	5e0b82a8cbd247cf1ac58acb16a1997fc0f738efc1485666558bbb8e22814b89	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:b96c8b2bc9cd35a1689d	data/ingredients/mapped/Alpha-Tocopherol.yaml	active	existing_record_review	major	data/ingredients/mapped/Alpha-Tocopherol.yaml	open	The all-R alpha-tocopherol identity and residual grounding pass, but the record lacks ingredient_type and ChEBI chemistry and its occurrence is missing from refreshed CultureMech membership.	reports/yaml_record_review/Alpha-Tocopherol.md	data/ingredients/mapped/Alpha-Tocopherol.yaml	15fe16c171507d86ebe9391cfc565708bed1104a97510071531983a80355ed8f	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:aff9cbb5e749fbf4879c	data/ingredients/mapped/Alpha-bisabolol.yaml	active	existing_record_review	major	data/ingredients/mapped/Alpha-bisabolol.yaml	open	The exact stereospecific CHEBI identity, CAS, chemistry, SSSOM row, and aggregate pass, but the generic Bisabolol surface is stored and exported as an exact synonym.	reports/yaml_record_review/Alpha-bisabolol.md	data/ingredients/mapped/Alpha-bisabolol.yaml	213e4517c82d89a6d2b213fdae3227978cef490cd1dc32ffd1e903c98504f50f	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:dbd620dbecd8ec1c902e	data/ingredients/mapped/Alpha-d-glucose.yaml	active	existing_record_review	major	data/ingredients/mapped/Alpha-d-glucose.yaml	open	The exact alpha-D-glucose identity, CAS, chemistry, occurrence count, corrected Unicode-Greek synonym, SSSOM row, and aggregate pass, but CultureMech prose remains in synonyms, MicrobeDecoder provenance is missing, and nutrient roles remain provisional.	reports/yaml_record_review/Alpha-d-glucose.md	data/ingredients/mapped/Alpha-d-glucose.yaml	9800d079702afb2d9b677c6a3eb558f61ebe43d75665e6849af40dd4715c417c	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:c35eb149a298fc50ff6d	data/ingredients/mapped/Alpha-hydroxyglutarate-gamma-lactone.yaml	active	existing_record_review	minor	data/ingredients/mapped/Alpha-hydroxyglutarate-gamma-lactone.yaml	open	The local kgmicrobe fallback is intentional because the gamma-lactone is not its parent acid and no exact external term was curated; only stale top-level unmapped-import notes remain.	reports/yaml_record_review/Alpha-hydroxyglutarate-gamma-lactone.md	data/ingredients/mapped/Alpha-hydroxyglutarate-gamma-lactone.yaml	66929ace9088bcff3146598582eaad59a3a361de38678f1f74d7f7886431045b	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:80f9ca33e0c5c4d98474	data/ingredients/mapped/Alpha-ketoglutaric_Acid.yaml	active	existing_record_review	major	data/ingredients/mapped/Alpha-ketoglutaric_Acid.yaml	open	The exact CHEBI identity, CAS, chemistry, occurrence count, SSSOM row, and aggregate pass, but the carbon and energy source roles are still provisional computational predictions.	reports/yaml_record_review/Alpha-ketoglutaric_Acid.md	data/ingredients/mapped/Alpha-ketoglutaric_Acid.yaml	cc852c586e35a3ffa025ce9446da05dc235a6df8a7c0e7c2fa4c4d6ee18d371d	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:92d1b5b95eea8a87cbf6	data/ingredients/mapped/Alphaalpha-Trehalose.yaml	active	existing_record_review	major	data/ingredients/mapped/Alphaalpha-Trehalose.yaml	open	The exact CHEBI grounding and restored residual evidence pass, but the record lacks ingredient_type and ChEBI chemistry and its occurrence is missing from refreshed CultureMech membership.	reports/yaml_record_review/Alphaalpha-Trehalose.md	data/ingredients/mapped/Alphaalpha-Trehalose.yaml	514a863fd2b4161c3e67f612c80a14d0ffc661345708a3d34dcbc12887e83a54	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:f2a848c67af968e4d994	data/ingredients/mapped/Aluminum_Chloride_Hydrate.yaml	active	existing_record_review	major	data/ingredients/mapped/Aluminum_Chloride_Hydrate.yaml	open	The CAS primary identity, NCIT parent, exact CAS/local SSSOM rows, CultureMech count, and aggregate pass, but the hydrate stoichiometry remains unverified while PubChem monohydrate-like chemistry is stored.	reports/yaml_record_review/Aluminum_Chloride_Hydrate.md	data/ingredients/mapped/Aluminum_Chloride_Hydrate.yaml	fe6deba3a77e252c461982061ff75ded9b47f5be3a90632981ecdbd745dc16bd	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:050214a3e599f0ec6ddb	data/ingredients/mapped/Aminoacids.yaml	active	existing_record_review	major	data/ingredients/mapped/Aminoacids.yaml	open	The local stock-solution fallback identity, occurrence count, SSSOM row, and aggregate pass, but the amino-acid mix still lacks component-level representation.	reports/yaml_record_review/Aminoacids.md	data/ingredients/mapped/Aminoacids.yaml	5cc935f8dd913d7caa89c5ee3362cc84f1f0a7072f4c7170a971b70283190cbd	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:8480a577099771e19e27	data/ingredients/mapped/Ammonium.yaml	active	existing_record_review	major	data/ingredients/mapped/Ammonium.yaml	open	The exact CHEBI identity, MicrobeDecoder occurrence, NH4+ alias, chemistry, approval, SSSOM row, and aggregate pass, but the three NH4+ residual mentions are missing from refreshed CultureMech membership and occurrence counters.	reports/yaml_record_review/Ammonium.md	data/ingredients/mapped/Ammonium.yaml	b31c98cdd0fcc6f15cd6004839b327258499fc37a5b3b506773920c42d0da49c	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:8f9a7e1176215b21a9b9	data/ingredients/mapped/Ammonium_Acetate.yaml	active	existing_record_review	major	data/ingredients/mapped/Ammonium_Acetate.yaml	open	The exact CHEBI identity, CAS, chemistry, nitrogen role, 67 CultureMech memberships, SSSOM row, and aggregate pass, but CultureMech role/property metadata remains in synonyms.	reports/yaml_record_review/Ammonium_Acetate.md	data/ingredients/mapped/Ammonium_Acetate.yaml	305a573110b96e4aeaf08330ecdbcfe93b3fa862c3efdc66ba0789d803a44078	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:466803a7eeb39062d77e	data/ingredients/mapped/Ammonium_Molybdate_Tetrahydrate.yaml	active	existing_record_review	major	data/ingredients/mapped/Ammonium_Molybdate_Tetrahydrate.yaml	open	The CAS tetrahydrate identity, close anhydrous parent, exact CAS SSSOM row, 12 memberships, and hydrate regrade pass, but an anhydrous-parent synonym is exact and the trace-element role remains provisional.	reports/yaml_record_review/Ammonium_Molybdate_Tetrahydrate.md	data/ingredients/mapped/Ammonium_Molybdate_Tetrahydrate.yaml	8aa0782e111cd434c6337345cfe51234abda0233d56857fd7a34c75a5636bf15	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:8bb463703d80e3cf45af	data/ingredients/mapped/Ammonium_Persulfate.yaml	active	existing_record_review	major	data/ingredients/mapped/Ammonium_Persulfate.yaml	open	The exact CHEBI identity, CAS, chemistry, ChEBI synonym, row-review confirmation, SSSOM row, and aggregate pass, but the nitrogen-source role is only a computational ancestry inference.	reports/yaml_record_review/Ammonium_Persulfate.md	data/ingredients/mapped/Ammonium_Persulfate.yaml	e5c2b9f829de7a55778ece3f76c759eb7197137b4b3350129e101a9164594b6f	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:fc7e7855a0ad61a437bf	data/ingredients/mapped/Ammonium_Sulfide_Solution.yaml	active	existing_record_review	major	data/ingredients/mapped/Ammonium_Sulfide_Solution.yaml	open	The CAS identity, broader MeSH parent, exact registry SSSOM rows, and aggregate pass, but the reducing-agent role is provisional and the stored PubChem CID no longer matches the CAS-resolved identity.	reports/yaml_record_review/Ammonium_Sulfide_Solution.md	data/ingredients/mapped/Ammonium_Sulfide_Solution.yaml	e775c18569adce95f5fdfc0d2224d5a584b88c296f6f975ebe012f5b571728d9	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:96d48ed028fe7c36e4ba	data/ingredients/mapped/Amoxicillin.yaml	active	existing_record_review	major	data/ingredients/mapped/Amoxicillin.yaml	open	The exact CHEBI identity, CAS, ChEBI synonym, row-review confirmation, SSSOM row, and aggregate pass, but MicrobeDecoder/BacDive occurrences are missing and the selective-agent role is provisional.	reports/yaml_record_review/Amoxicillin.md	data/ingredients/mapped/Amoxicillin.yaml	80beaaa821ea439d3559bff373706b3a13d2b321dd74ab9a4b4e50cc8aa02e4d	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:fa494a9e272b394a4be3	data/ingredients/mapped/Amphotericin_A.yaml	active	existing_record_review	major	data/ingredients/mapped/Amphotericin_A.yaml	open	The exact MeSH identity, SSSOM row, and row-review disposition pass, but the selective-agent role is only a computational name-pattern inference.	reports/yaml_record_review/Amphotericin_A.md	data/ingredients/mapped/Amphotericin_A.yaml	5fd05b51b1510c00941559c7632b178dd057ccce0d35b5dd8aad2c8ca3e297e3	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:df754481e882060092ed	data/ingredients/mapped/Amphotericin_B.yaml	active	existing_record_review	major	data/ingredients/mapped/Amphotericin_B.yaml	open	The exact CHEBI identity, CAS, chemistry, memberships, row-review confirmation, and SSSOM row pass, but a liposomal formulation is exact and CultureMech metadata remains in synonyms.	reports/yaml_record_review/Amphotericin_B.md	data/ingredients/mapped/Amphotericin_B.yaml	fc5f6bc5528bc5d761e4aa1a6e53fca4619b9967833aa41fd19fbf01c2ff40f1	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:501b8a8dc43d634e8964	data/ingredients/mapped/Ampicillin.yaml	active	existing_record_review	major	data/ingredients/mapped/Ampicillin.yaml	open	The exact CHEBI identity, CAS, chemistry, memberships, source-backed selective-agent role, row-review confirmation, and SSSOM row pass, but CultureMech role/property metadata remains in synonyms.	reports/yaml_record_review/Ampicillin.md	data/ingredients/mapped/Ampicillin.yaml	41b4b2f941c10fd8123b15831f9f9522507f3a7a4305b42b4207e6f308cd50d4	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:ccf7918b426e5aa460fe	data/ingredients/mapped/Ampicillin_Sodium_Salt.yaml	excluded_rejected	existing_record_review	major	data/ingredients/mapped/Ampicillin_Sodium_Salt.yaml	open	The CHEBI identity and merge tombstone exist, but the rejected duplicate remains in the mapped aggregate with a provisional role and an unreviewed cross-record baseline against Na-ampicillin.	reports/yaml_record_review/Ampicillin_Sodium_Salt.md	data/ingredients/mapped/Ampicillin_Sodium_Salt.yaml	e4562796d1c57bc6d103905a678c55b4056ab7a278aadae53d50067700fb4ac8	EXCLUDED_REJECTED	Source record is explicitly rejected and absent from active graph.	
SEM:3ae85e4f38a4db47802a	data/ingredients/mapped/Amylose_From_Potato.yaml	active	existing_record_review	major	data/ingredients/mapped/Amylose_From_Potato.yaml	open	The CAS amylose lookup, chemistry, ChEBI synonym, row-review disposition, SSSOM row, and aggregate pass, but the potato-qualified record still uses exact unqualified amylose and a provisional carbon-source role.	reports/yaml_record_review/Amylose_From_Potato.md	data/ingredients/mapped/Amylose_From_Potato.yaml	32a32d115d9ce051df5517bdd305c169a80cb5b6cbfdfd76ddc56817a3c71468	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:6be3a381c97adf446fe8	data/ingredients/mapped/Andirobin.yaml	active	existing_record_review	minor	data/ingredients/mapped/Andirobin.yaml	open	The direct CAS fallback, exact CAS SSSOM row, row-review disposition, aggregate copy, and zero CultureMech memberships pass, but PubChem now resolves the CAS and chemistry remains unpopulated.	reports/yaml_record_review/Andirobin.md	data/ingredients/mapped/Andirobin.yaml	7392dccf3f7c74483f317e5511dfe12096bcf83ccd2a97b35226a6e9c3946254	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:880a8b357e2e197b5099	data/ingredients/mapped/Anethole.yaml	active	existing_record_review	major	data/ingredients/mapped/Anethole.yaml	open	The generic anethole mapping and structure pass, but the stored CAS belongs to trans-anethole and the record exports that narrower isomer CAS on the broader CHEBI parent.	reports/yaml_record_review/Anethole.md	data/ingredients/mapped/Anethole.yaml	7ff3a89ad8a2a940cf08aa66d14f3cdbd62867c7d64cfe78c56837b84cfaa70d	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:5de5adf89b6d073e0b16	data/ingredients/mapped/Angolamycin.yaml	active	existing_record_review	major	data/ingredients/mapped/Angolamycin.yaml	open	The exact MeSH identity, SSSOM row, and row-review disposition pass, but the selective-agent role is only a computational name-pattern inference.	reports/yaml_record_review/Angolamycin.md	data/ingredients/mapped/Angolamycin.yaml	f6e9c5f989543b3e94db17124b1c4d30f742346e5258b6a5bbe1dd46ab7cca46	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:b6ab2df58ea882b5867a	data/ingredients/mapped/Angustmycin.yaml	active	existing_record_review	major	data/ingredients/mapped/Angustmycin.yaml	open	The synonym-match grounding to psicofuranin, chemistry, absorbed MicrobeDecoder source, row-review disposition, SSSOM row, and aggregate pass, but a KGX produces statement remains in synonyms and the selective-agent role is provisional.	reports/yaml_record_review/Angustmycin.md	data/ingredients/mapped/Angustmycin.yaml	98448654820d35acf79659ff04c3290ef0a56f493a57adc0488228dfa6d501b0	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:788588009d8ef5a335d9	data/ingredients/mapped/Anhydrotetracycline_Hydrochloride.yaml	active	existing_record_review	major	data/ingredients/mapped/Anhydrotetracycline_Hydrochloride.yaml	open	The exact CHEBI identity, chemistry, exact structural synonym, row-review confirmation, SSSOM row, and aggregate pass, but the selective-agent role is only a computational name-pattern inference.	reports/yaml_record_review/Anhydrotetracycline_Hydrochloride.md	data/ingredients/mapped/Anhydrotetracycline_Hydrochloride.yaml	4037be5e7c99f85848d2e6eeda124db7d173b1ae96e5c577304370686299511b	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:9edb34addb0e215525f9	data/ingredients/mapped/Anisodamine_Hydrobromide.yaml	active	existing_record_review	major	data/ingredients/mapped/Anisodamine_Hydrobromide.yaml	open	The NCIT hydrobromide term resolves, but the active CAS, PubChem CID, and chemistry describe base anisodamine rather than anisodamine hydrobromide.	reports/yaml_record_review/Anisodamine_Hydrobromide.md	data/ingredients/mapped/Anisodamine_Hydrobromide.yaml	04d9d18f7fb88a8f10cad2dbdd8c1acc3738517b90cb6ee14c2e2ddabb07ecf7	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:60e9c30415090bd62c5f	data/ingredients/mapped/Anthranilic_Acid.yaml	active	existing_record_review	major	data/ingredients/mapped/Anthranilic_Acid.yaml	open	The exact CHEBI identity, CAS, formula, exact synonym, SSSOM row, and aggregate copy pass, but the amino-acid-source role is only a provisional ChEBI-ancestry inference.	reports/yaml_record_review/Anthranilic_Acid.md	data/ingredients/mapped/Anthranilic_Acid.yaml	6cfdf0a1d449d6473560116cbf05523a4c31f86d233dca0a4ac88c58217d050d	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:7432d11d5a80e4310906	data/ingredients/mapped/Antimonate.yaml	active	existing_record_review	minor	data/ingredients/mapped/Antimonate.yaml	open	The exact CHEBI synonym match, formula, MicrobeDecoder occurrence, SSSOM row, and aggregate copy pass, but the top-level notes still describe the old unmapped state.	reports/yaml_record_review/Antimonate.md	data/ingredients/mapped/Antimonate.yaml	232ce3b035c3ee9044fdfa2fa107dc52aa194eb2942da41c4f9b94971f2d9b19	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:5454f9cd0e1889155a93	data/ingredients/mapped/Antimycin_A.yaml	active	existing_record_review	major	data/ingredients/mapped/Antimycin_A.yaml	open	The exact CHEBI identity, CAS, formula, exact synonym, SSSOM row, and aggregate copy pass, but the selective-agent role is only a provisional name-pattern inference.	reports/yaml_record_review/Antimycin_A.md	data/ingredients/mapped/Antimycin_A.yaml	53b2ae1d271c05dc3c0cbcf7612d367df95a906463fee7eb5dbb91fa5251e1a0	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:620089b33811e495367b	data/ingredients/mapped/Apigenin_Dimethyl_Ether.yaml	active	existing_record_review	blocker	data/ingredients/mapped/Apigenin_Dimethyl_Ether.yaml	open	The record conflates the Apigenin Dimethyl Ether surface with methoxymethane and a PubChem CID for 4-(2-cyanophenyl)benzoic Acid.	reports/yaml_record_review/Apigenin_Dimethyl_Ether.md	data/ingredients/mapped/Apigenin_Dimethyl_Ether.yaml	688e89dc9a35a85c841cdb462c11b2b89874de379263a486d77feb74e7b4d2f8	RESOLVED	Resolve the stated Apigenin Dimethyl Ether name to the explicit ChEBI/KEGG synonym of apigenin 7,4-prime-dimethyl ether. Correct CAS 5128-44-9 differs from imported 5728-44-9, which produced unrelated benzoic-acid chemistry. Withdraw methoxymethane CHEBI:28887 and reject its synonym; replace the wrong molecular formula, structure and CID from ChEBI and PubChem.	reports/semantic_review_20260921/corrections/identity-plan.json
SEM:ed40b43fb7115484cc01	data/ingredients/mapped/Apramycin_Sulfate_Salt.yaml	active	existing_record_review	major	data/ingredients/mapped/Apramycin_Sulfate_Salt.yaml	open	The CAS and PubChem chemistry match ChEBI Apramycin sulfate, but the ChEBI relation is undergraded and the selective-agent role is only a provisional name-pattern inference.	reports/yaml_record_review/Apramycin_Sulfate_Salt.md	data/ingredients/mapped/Apramycin_Sulfate_Salt.yaml	acc3fbd3cd049b34e685ac0f6539e33c2afc116e803ae4ad9a84e6e6ed6c7f5e	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:cdf5b7015ae8a1d159df	data/ingredients/mapped/Arabinan_From_Sugar_Beet.yaml	active	existing_record_review	major	data/ingredients/mapped/Arabinan_From_Sugar_Beet.yaml	open	The CAS fallback rows are synchronized, but the FoodOn parent denotes the sugar-beet root rather than arabinan extracted from sugar beet.	reports/yaml_record_review/Arabinan_From_Sugar_Beet.md	data/ingredients/mapped/Arabinan_From_Sugar_Beet.yaml	0f7efcf2d026ed5ad88d0b062e4cb3553a2a4b3eb44ffc9c1f5ce1d1c1e42aa2	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:2e2200ab3fa8200ec6b4	data/ingredients/mapped/Arabinobiose.yaml	active	existing_record_review	major	data/ingredients/mapped/Arabinobiose.yaml	open	The CAS, PubChem chemistry, MeSH parent, and registry rows pass, but the carbon-source role is only a provisional name-pattern inference.	reports/yaml_record_review/Arabinobiose.md	data/ingredients/mapped/Arabinobiose.yaml	8d2557fe1ca591528232df26f353e6627c5ca36b595c3d9120159e660ea6817b	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:4dc8119e49259e180538	data/ingredients/mapped/Arabinogalactan.yaml	active	existing_record_review	major	data/ingredients/mapped/Arabinogalactan.yaml	open	The CAS-backed ChEBI identity and SSSOM row pass, but the carbon-source role is only a provisional ChEBI-ancestry inference.	reports/yaml_record_review/Arabinogalactan.md	data/ingredients/mapped/Arabinogalactan.yaml	fa8deb44b02598c58b71284dab5d34bd7f78623105f13016c1ef09585698ea95	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:5129ef93e7cf8d1171dc	data/ingredients/mapped/Arabinose.yaml	active	existing_record_review	major	data/ingredients/mapped/Arabinose.yaml	open	The exact CHEBI identity, corrected CAS, formula, CultureMech occurrences, and carbon-source role pass, but role/property strings remain in synonyms and the energy-source role is provisional.	reports/yaml_record_review/Arabinose.md	data/ingredients/mapped/Arabinose.yaml	bd2d37adf886a36285968be7e6180f4f6112dd4b2a130f49d9826c7e3e361b30	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:89c3fc52b1e377e0fb9d	data/ingredients/mapped/Arabinotriose.yaml	active	existing_record_review	major	data/ingredients/mapped/Arabinotriose.yaml	open	The CAS-backed PubChem and ChEBI structures, exact synonym, and registry rows pass, but the carbon-source role is only a provisional name-pattern inference.	reports/yaml_record_review/Arabinotriose.md	data/ingredients/mapped/Arabinotriose.yaml	4ad2b26f9d870ae612268c0f11ef6a36bb58d366ec2a0a0aee32a54b7f888b5f	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:5efa69d40115ca620297	data/ingredients/mapped/Arabinoxylan_Rye_Flour.yaml	active	existing_record_review	blocker	data/ingredients/mapped/Arabinoxylan_Rye_Flour.yaml	open	The active FoodOn identifier and SSSOM exactMatch denote rye flour rather than the arabinoxylan ingredient.	reports/yaml_record_review/Arabinoxylan_Rye_Flour.md	data/ingredients/mapped/Arabinoxylan_Rye_Flour.yaml	eed0ccdc99fba905c26e90c39684cfa8a0682cc9909ec94e2fac40e33e734adf	RESOLVED	The named rye-derived arabinoxylan material is not rye flour FOODON:03302492. A manufacturer uses exactly this name for an arabinoxylan preparation with residual protein/ash. Retain a local material identity, without asserting procurement from that supplier, exact purity, or whole-mixture equivalence to pure polymer.	reports/semantic_review_20260921/corrections/identity-plan.json
SEM:e8934c3b8b16be6cfee5	data/ingredients/mapped/Arabitol.yaml	active	existing_record_review	major	data/ingredients/mapped/Arabitol.yaml	open	The CAS-backed L-arabinitol identity, L-form synonyms, CultureMech memberships, and MicrobeDecoder merge pass, but the carbon-source role is only a provisional ChEBI-ancestry inference.	reports/yaml_record_review/Arabitol.md	data/ingredients/mapped/Arabitol.yaml	046401fe5681668f663a4e09ff4676c4f3b1f1758e1f2057be28bde3e4d32370	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:2c25f265978f0f90872c	data/ingredients/mapped/Arginine.yaml	active	existing_record_review	major	data/ingredients/mapped/Arginine.yaml	open	The generic CHEBI identity, formula, structure, CultureMech occurrences, nitrogen-source role, and SSSOM row pass, but role/property strings remain in synonyms.	reports/yaml_record_review/Arginine.md	data/ingredients/mapped/Arginine.yaml	a076877ed9ec5c56ef3c89d70f704d3e24856e3a722817f6f002392a5b65ff73	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:35747f9b8c5ef7e911cd	data/ingredients/mapped/Arsenate.yaml	active	existing_record_review	major	data/ingredients/mapped/Arsenate.yaml	open	The exact arsenate identity passes, but arsenite, pathway, and parenthetical instruction strings remain in YAML synonyms and SSSOM other.	reports/yaml_record_review/Arsenate.md	data/ingredients/mapped/Arsenate.yaml	1800c74a927601a321c46499e6e01347f36c6ebc1226e61da363df50eca17e15	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:fb6a2a282bb4802d07fc	data/ingredients/mapped/Artepaulin.yaml	active	existing_record_review	blocker	data/ingredients/mapped/Artepaulin.yaml	open	The CAS fallback points at a PubChem CID that lacks the Artepaulin name while current PubChem and ChEBI place Artepaulin on a different compound.	reports/yaml_record_review/Artepaulin.md	data/ingredients/mapped/Artepaulin.yaml	b31abbde10fca9689aa0774c356cca420f0995ee3f6a73399345dccc10922642	RESOLVED	Original source identity recovered and independently matched to the published target; see identity evidence.	reports/semantic_review_20260921/resolution/identities/identity-plan.json
SEM:f2a2df4244340a9a85e8	data/ingredients/mapped/Artificial_Sea_Salt.yaml	active	existing_record_review	blocker	data/ingredients/mapped/Artificial_Sea_Salt.yaml	open	The record exact-maps artificial sea salt to generic evaporated sea salt after a stem-substring upgrade that dropped the artificial qualifier.	reports/yaml_record_review/Artificial_Sea_Salt.md	data/ingredients/mapped/Artificial_Sea_Salt.yaml	effd1c0c9ca3056f20eceebebb7ab9c5dddff4434d0ed12dba6c344c7f91c389	RESOLVED	The source is an artificial sea-salt preparation, not natural evaporated sea salt. Replace lexical MICRO:0001647 identity with a local preparation identity; no composition is invented.	reports/semantic_review_20260921/corrections/identity-plan.json
